VentaID,Fecha,Hora,Producto,Categoria,ClienteNombre,ClienteCiudad,MedioPago,Unidades,PrecioUnit,DescuentoPct
1754,2023-09-18,12:03,Cappuccino,Bebida,Mario,Madrid,Efectivo,2,3.2,5
1755,2023-09-19,11:55,Brownie,Comida,Ana,Madrid,Tarjeta,1,2.86,0
1756,2023-09-19,09:43,Bocadillo,Comida,Hugo,Zaragoza,Efectivo,2,4.59,0
1757,2023-09-19,14:15,Americano,Bebida,Lucía,Madrid,Tarjeta,1,2.1,0
1758,2023-09-19,17:54,Tostada,Comida,Bruno,Sevilla,Tarjeta,2,2.0,0
1759,2023-09-19,09:06,Cookie,Comida,Nuria,Bilbao,Efectivo,1,1.89,10
1760,2023-09-19,19:44,Tostada,Comida,Sergio,Madrid,Bizum,1,2.0,15
1761,2023-09-19,14:29,Chocolate,Bebida,Sergio,Madrid,Tarjeta,2,3.15,5
1762,2023-09-19,16:53,Cookie,Comida,Iván,Valencia,Tarjeta,1,1.8,0
1763,2023-09-19,17:27,Bocadillo,Comida,Bruno,Sevilla,Tarjeta,1,4.59,0
1764,2023-09-19,16:43,Latte,Bebida,Sergio,Madrid,Google Pay,1,3.68,0
1765,2023-09-19,10:45,Latte,Bebida,Diego,Barcelona,Bizum,1,3.68,0
1766,2023-09-20,11:19,Cappuccino,Bebida,Pablo,Madrid,Apple Pay,1,3.36,0
1767,2023-09-20,17:46,Cappuccino,Bebida,Mario,Madrid,Google Pay,1,3.26,0
1768,2023-09-20,18:30,Latte,Bebida,Marta,Madrid,Google Pay,1,3.5,0
1769,2023-09-20,17:11,Croissant,Comida,Diego,Barcelona,Efectivo,1,2.31,10
1770,2023-09-21,10:47,Chocolate,Bebida,Carla,Madrid,Tarjeta,1,2.94,5
1771,2023-09-21,17:39,Croissant,Comida,Lucía,Madrid,Bizum,1,2.16,0
1772,2023-09-21,12:13,Latte,Bebida,Sergio,Madrid,Tarjeta,1,3.5,0
1773,2023-09-21,12:46,Tostada,Comida,Elena,Madrid,Tarjeta,1,1.96,0
1774,2023-09-21,19:03,Latte,Bebida,Elena,Madrid,Google Pay,1,3.68,0
1775,2023-09-21,09:29,Croissant,Comida,Lucía,Madrid,Bizum,1,2.31,5
1776,2023-09-21,17:17,Té,Bebida,Bruno,Sevilla,Tarjeta,3,2.55,0
1777,2023-09-21,12:10,Bocadillo,Comida,Carla,Madrid,Apple Pay,1,4.5,0
1778,2023-09-22,12:57,Americano,Bebida,Nuria,Bilbao,Apple Pay,1,2.0,0
1779,2023-09-22,12:16,Bocadillo,Comida,Laura,Madrid,Tarjeta,2,4.41,0
1780,2023-09-22,20:23,Croissant,Comida,Nuria,Bilbao,Google Pay,1,2.2,0
1781,2023-09-22,19:31,Croissant,Comida,Pablo,Madrid,Tarjeta,1,2.2,0
1782,2023-09-22,16:45,Té,Bebida,Ana,Madrid,Google Pay,2,2.5,0
1783,2023-09-22,07:56,Latte,Bebida,Laura,Madrid,Bizum,1,3.57,0
1784,2023-09-22,15:18,Brownie,Comida,Ana,Madrid,Tarjeta,1,2.86,0
1785,2023-09-22,11:17,Bocadillo,Comida,Marta,Madrid,Bizum,1,4.73,10
1786,2023-09-23,10:45,Té,Bebida,Diego,Barcelona,Bizum,1,2.62,0
1787,2023-09-23,16:21,Tostada,Comida,Elena,Madrid,Tarjeta,1,1.96,0
1788,2023-09-23,09:59,Croissant,Comida,Ana,Madrid,Efectivo,1,2.24,0
1789,2023-09-23,19:01,Croissant,Comida,Nuria,Bilbao,Tarjeta,1,2.24,0
1790,2023-09-23,09:12,Croissant,Comida,Ana,Madrid,Tarjeta,1,2.31,0
1791,2023-09-23,13:50,Chocolate,Bebida,Iván,Valencia,Tarjeta,1,2.94,0
1792,2023-09-23,14:20,Brownie,Comida,Sergio,Madrid,Tarjeta,3,2.94,10
1793,2023-09-23,13:29,Brownie,Comida,Laura,Madrid,Tarjeta,1,2.94,0
1794,2023-09-23,08:11,Americano,Bebida,Iván,Valencia,Tarjeta,1,1.96,0
1795,2023-09-23,15:12,Americano,Bebida,Sergio,Madrid,Tarjeta,1,2.1,0
1796,2023-09-24,16:51,Chocolate,Bebida,Bruno,Sevilla,Efectivo,1,2.94,0
1797,2023-09-24,08:04,Croissant,Comida,Hugo,Zaragoza,Tarjeta,2,2.2,0
1798,2023-09-24,08:22,Chocolate,Bebida,Pablo,Madrid,Google Pay,1,3.06,0
1799,2023-09-25,20:18,Té,Bebida,Elena,Madrid,Tarjeta,3,2.5,0
1800,2023-09-25,09:58,Brownie,Comida,Iván,Valencia,Tarjeta,1,2.94,0
1801,2023-09-25,14:33,Croissant,Comida,Mario,Madrid,Tarjeta,2,2.31,0
1802,2023-09-25,08:29,Té,Bebida,Diego,Barcelona,Tarjeta,2,2.62,0
1803,2023-09-25,14:33,Latte,Bebida,Hugo,Zaragoza,Tarjeta,1,3.43,0
1804,2023-09-25,09:03,Bocadillo,Comida,Nuria,Bilbao,Efectivo,1,4.5,0
1805,2023-09-26,15:40,Brownie,Comida,Pablo,Madrid,Tarjeta,1,2.94,0
1806,2023-09-26,13:37,Cookie,Comida,Pablo,Madrid,Tarjeta,1,1.8,15
1807,2023-09-26,12:33,Té,Bebida,Lucía,Madrid,Efectivo,1,2.5,0
1808,2023-09-26,15:42,Cappuccino,Bebida,Marta,Madrid,Efectivo,1,3.2,5
1809,2023-09-26,08:09,Té,Bebida,Sergio,Madrid,Tarjeta,1,2.45,0
1810,2023-09-26,17:49,Tostada,Comida,Marta,Madrid,Tarjeta,1,1.96,0
1811,2023-09-26,15:06,Cookie,Comida,Laura,Madrid,Tarjeta,2,1.89,0
1812,2023-09-26,13:09,Cookie,Comida,Sofía,Madrid,Tarjeta,1,1.76,0
1813,2023-09-26,14:09,Latte,Bebida,Bruno,Sevilla,Tarjeta,1,3.5,0
1814,2023-09-26,14:22,Brownie,Comida,Marta,Madrid,Tarjeta,1,2.74,0
1815,2023-09-26,16:33,Croissant,Comida,Bruno,Sevilla,Bizum,1,2.2,5
1816,2023-09-26,16:12,Cookie,Comida,Diego,Barcelona,Tarjeta,1,1.89,0
1817,2023-09-26,18:04,Té,Bebida,Pablo,Madrid,Efectivo,1,2.55,0
1818,2023-09-26,11:49,Croissant,Comida,Ana,Madrid,Tarjeta,1,2.2,0
1819,2023-09-27,19:47,Latte,Bebida,Lucía,Madrid,Efectivo,1,3.5,10
1820,2023-09-27,10:54,Chocolate,Bebida,Mario,Madrid,Bizum,1,3.15,0
1821,2023-09-27,17:02,Tostada,Comida,Carla,Madrid,Tarjeta,2,2.1,10
1822,2023-09-27,12:20,Tostada,Comida,Lucía,Madrid,Tarjeta,1,2.0,0
1823,2023-09-27,08:40,Cappuccino,Bebida,Sergio,Madrid,Tarjeta,1,3.2,0
1824,2023-09-27,10:25,Brownie,Comida,Iván,Valencia,Efectivo,2,2.94,0
1825,2023-09-28,13:42,Bocadillo,Comida,Sofía,Madrid,Efectivo,1,4.5,0
1826,2023-09-28,14:47,Chocolate,Bebida,Ana,Madrid,Google Pay,1,3.0,0
1827,2023-09-28,11:12,Cappuccino,Bebida,Elena,Madrid,Efectivo,1,3.2,0
1828,2023-09-28,19:58,Americano,Bebida,Lucía,Madrid,Apple Pay,1,2.04,0
1829,2023-09-28,15:07,Tostada,Comida,Nuria,Bilbao,Apple Pay,1,2.1,0
1830,2023-09-29,20:09,Croissant,Comida,Bruno,Sevilla,Tarjeta,1,2.16,0
1831,2023-09-29,11:23,Cappuccino,Bebida,Diego,Barcelona,Bizum,2,3.2,0
1832,2023-09-29,20:04,Bocadillo,Comida,Mario,Madrid,Tarjeta,2,4.73,10
1833,2023-09-29,13:16,Americano,Bebida,Sofía,Madrid,Tarjeta,1,2.0,0
1834,2023-09-29,16:35,Croissant,Comida,Ana,Madrid,Tarjeta,1,2.2,0
1835,2023-09-29,15:25,Chocolate,Bebida,Nuria,Bilbao,Tarjeta,3,3.15,0
1836,2023-09-29,08:59,Chocolate,Bebida,Lucía,Madrid,Efectivo,1,3.15,0
1837,2023-09-29,07:31,Tostada,Comida,Bruno,Sevilla,Efectivo,1,2.0,0
1838,2023-09-29,14:48,Latte,Bebida,Sofía,Madrid,Tarjeta,2,3.5,0
1839,2023-09-30,12:13,Bocadillo,Comida,Laura,Madrid,Tarjeta,2,4.41,0
1840,2023-09-30,09:44,Tostada,Comida,Iván,Valencia,Bizum,1,2.0,0
1841,2023-09-30,09:25,Brownie,Comida,Pablo,Madrid,Apple Pay,1,2.8,0
1842,2023-09-30,15:24,Tostada,Comida,Nuria,Bilbao,Tarjeta,1,2.0,0
1843,2023-09-30,17:41,Bocadillo,Comida,Pablo,Madrid,Bizum,2,4.59,0
1844,2023-09-30,19:17,Té,Bebida,Elena,Madrid,Tarjeta,1,2.5,0
1845,2023-09-30,14:18,Tostada,Comida,Marta,Madrid,Tarjeta,1,2.0,0
1846,2023-09-30,14:17,Tostada,Comida,Diego,Barcelona,Efectivo,1,2.04,0
1847,2023-09-30,09:18,Bocadillo,Comida,Ana,Madrid,Tarjeta,1,4.73,0
1848,2023-09-30,17:59,Brownie,Comida,Lucía,Madrid,Tarjeta,1,2.74,0
1849,2023-10-01,13:20,Bocadillo,Comida,Diego,Barcelona,Tarjeta,1,4.73,0
1850,2023-10-01,14:44,Tostada,Comida,Hugo,Zaragoza,Efectivo,2,2.0,0
1851,2023-10-01,15:46,Croissant,Comida,Sergio,Madrid,Efectivo,2,2.24,0
1852,2023-10-01,12:31,Americano,Bebida,Nuria,Bilbao,Tarjeta,1,2.04,0
1853,2023-10-01,15:38,Brownie,Comida,Nuria,Bilbao,Tarjeta,1,2.86,0
1854,2023-10-01,19:22,Té,Bebida,Pablo,Madrid,Efectivo,1,2.62,0
1855,2023-10-01,13:19,Croissant,Comida,Sergio,Madrid,Tarjeta,1,2.16,0
1856,2023-10-01,16:39,Tostada,Comida,Elena,Madrid,Tarjeta,1,2.0,0
1857,2023-10-01,13:22,Croissant,Comida,Sofía,Madrid,Efectivo,2,2.2,0
1858,2023-10-02,08:25,Brownie,Comida,Iván,Valencia,Tarjeta,1,2.8,0
1859,2023-10-02,11:21,Brownie,Comida,Sergio,Madrid,Tarjeta,1,2.94,5
1860,2023-10-02,13:47,Bocadillo,Comida,Marta,Madrid,Bizum,1,4.5,0
1861,2023-10-02,18:17,Chocolate,Bebida,Bruno,Sevilla,Tarjeta,2,3.06,10
1862,2023-10-02,18:05,Cookie,Comida,Sergio,Madrid,Tarjeta,1,1.89,5
1863,2023-10-02,07:36,Cappuccino,Bebida,Elena,Madrid,Tarjeta,1,3.14,0
1864,2023-10-02,13:21,Latte,Bebida,Diego,Barcelona,Efectivo,2,3.5,0
1865,2023-10-02,15:01,Cappuccino,Bebida,Carla,Madrid,Apple Pay,1,3.26,0
1866,2023-10-02,17:20,Tostada,Comida,Pablo,Madrid,Tarjeta,1,2.0,0
1867,2023-10-03,09:51,Chocolate,Bebida,Hugo,Zaragoza,Google Pay,1,3.0,0
1868,2023-10-03,07:58,Bocadillo,Comida,Bruno,Sevilla,Tarjeta,1,4.73,0
1869,2023-10-03,16:02,Tostada,Comida,Pablo,Madrid,Tarjeta,1,1.96,0
1870,2023-10-03,12:22,Cappuccino,Bebida,Elena,Madrid,Efectivo,1,3.14,0
1871,2023-10-03,13:10,Chocolate,Bebida,Nuria,Bilbao,Tarjeta,2,3.0,0
1872,2023-10-03,14:03,Cookie,Comida,Ana,Madrid,Tarjeta,2,1.8,0
1873,2023-10-03,09:36,Latte,Bebida,Sergio,Madrid,Tarjeta,1,3.5,0
1874,2023-10-03,12:25,Brownie,Comida,Elena,Madrid,Tarjeta,1,2.94,0
1875,2023-10-04,13:00,Latte,Bebida,Mario,Madrid,Tarjeta,1,3.57,10
1876,2023-10-04,11:36,Americano,Bebida,Marta,Madrid,Efectivo,1,2.0,0
1877,2023-10-04,14:17,Americano,Bebida,Lucía,Madrid,Efectivo,2,1.96,5
1878,2023-10-04,17:51,Té,Bebida,Mario,Madrid,Efectivo,1,2.55,0
1879,2023-10-04,19:31,Brownie,Comida,Nuria,Bilbao,Tarjeta,3,2.8,0
1880,2023-10-04,08:11,Cappuccino,Bebida,Sofía,Madrid,Efectivo,1,3.36,0
1881,2023-10-05,10:16,Cookie,Comida,Laura,Madrid,Bizum,1,1.8,0
1882,2023-10-05,15:28,Cookie,Comida,Pablo,Madrid,Google Pay,1,1.8,0
1883,2023-10-05,19:05,Tostada,Comida,Iván,Valencia,Google Pay,1,2.04,0
1884,2023-10-05,20:23,Cappuccino,Bebida,Mario,Madrid,Efectivo,2,3.26,0
1885,2023-10-05,11:50,Bocadillo,Comida,Carla,Madrid,Tarjeta,1,4.5,0
1886,2023-10-05,10:00,Cappuccino,Bebida,Hugo,Zaragoza,Tarjeta,2,3.14,0
1887,2023-10-05,17:23,Chocolate,Bebida,Marta,Madrid,Tarjeta,1,3.06,0
1888,2023-10-05,18:06,Tostada,Comida,Ana,Madrid,Tarjeta,1,2.04,0
1889,2023-10-05,11:09,Cappuccino,Bebida,Sofía,Madrid,Efectivo,1,3.2,0
1890,2023-10-05,12:31,Té,Bebida,Bruno,Sevilla,Tarjeta,1,2.5,0
1891,2023-10-05,09:51,Latte,Bebida,Lucía,Madrid,Tarjeta,1,3.43,0
1892,2023-10-05,07:41,Bocadillo,Comida,Elena,Madrid,Tarjeta,1,4.5,0
1893,2023-10-05,12:10,Americano,Bebida,Carla,Madrid,Tarjeta,2,1.96,5
1894,2023-10-06,12:29,Brownie,Comida,Hugo,Zaragoza,Google Pay,1,2.8,0
1895,2023-10-06,09:46,Bocadillo,Comida,Lucía,Madrid,Tarjeta,1,4.59,10
1896,2023-10-06,15:20,Americano,Bebida,Ana,Madrid,Bizum,1,2.04,0
1897,2023-10-06,15:51,Brownie,Comida,Elena,Madrid,Efectivo,2,2.8,0
1898,2023-10-06,14:05,Tostada,Comida,Pablo,Madrid,Tarjeta,1,2.04,0
1899,2023-10-06,19:27,Tostada,Comida,Ana,Madrid,Tarjeta,2,2.0,0
1900,2023-10-06,10:24,Croissant,Comida,Diego,Barcelona,Tarjeta,1,2.2,0
1901,2023-10-06,14:50,Americano,Bebida,Lucía,Madrid,Tarjeta,1,2.0,0
1902,2023-10-07,16:03,Brownie,Comida,Lucía,Madrid,Tarjeta,1,2.86,0
1903,2023-10-07,16:03,Brownie,Comida,Bruno,Sevilla,Tarjeta,1,2.74,0
1904,2023-10-07,08:54,Cappuccino,Bebida,Diego,Barcelona,Apple Pay,1,3.26,0
1905,2023-10-07,12:15,Brownie,Comida,Iván,Valencia,Tarjeta,1,2.8,0
1906,2023-10-07,15:10,Cappuccino,Bebida,Pablo,Madrid,Tarjeta,1,3.2,5
1907,2023-10-07,08:59,Croissant,Comida,Ana,Madrid,Efectivo,1,2.16,0
1908,2023-10-07,16:24,Croissant,Comida,Sofía,Madrid,Efectivo,1,2.24,5
1909,2023-10-07,12:16,Americano,Bebida,Pablo,Madrid,Efectivo,1,2.04,0
1910,2023-10-07,09:24,Cappuccino,Bebida,Sergio,Madrid,Google Pay,1,3.2,0
1911,2023-10-08,16:09,Té,Bebida,Sofía,Madrid,Tarjeta,1,2.62,0
1912,2023-10-08,09:23,Cappuccino,Bebida,Elena,Madrid,Google Pay,1,3.36,0
1913,2023-10-08,18:02,Tostada,Comida,Sergio,Madrid,Tarjeta,1,2.0,0
1914,2023-10-08,18:31,Latte,Bebida,Marta,Madrid,Tarjeta,2,3.68,5
1915,2023-10-08,09:02,Americano,Bebida,Mario,Madrid,Tarjeta,1,1.96,0
1916,2023-10-08,11:27,Latte,Bebida,Sofía,Madrid,Tarjeta,1,3.57,10
1917,2023-10-08,15:03,Americano,Bebida,Elena,Madrid,Tarjeta,1,2.0,0
1918,2023-10-08,17:31,Americano,Bebida,Sofía,Madrid,Tarjeta,1,2.0,5
1919,2023-10-09,09:28,Cookie,Comida,Diego,Barcelona,Tarjeta,1,1.84,0
1920,2023-10-09,14:40,Cookie,Comida,Diego,Barcelona,Tarjeta,3,1.8,5
1921,2023-10-09,20:13,Brownie,Comida,Laura,Madrid,Apple Pay,1,2.94,5
1922,2023-10-09,20:23,Cookie,Comida,Sergio,Madrid,Apple Pay,1,1.8,0
1923,2023-10-09,17:20,Chocolate,Bebida,Elena,Madrid,Tarjeta,1,3.15,0
1924,2023-10-10,12:37,Tostada,Comida,Carla,Madrid,Google Pay,1,2.0,0
1925,2023-10-10,10:46,Americano,Bebida,Marta,Madrid,Efectivo,1,2.1,5
1926,2023-10-10,08:32,Croissant,Comida,Hugo,Zaragoza,Tarjeta,1,2.2,10
1927,2023-10-10,19:24,Bocadillo,Comida,Ana,Madrid,Bizum,1,4.5,5
1928,2023-10-10,20:24,Cookie,Comida,Carla,Madrid,Bizum,2,1.8,0
1929,2023-10-10,16:55,Chocolate,Bebida,Diego,Barcelona,Tarjeta,2,3.0,0
1930,2023-10-10,16:17,Cookie,Comida,Pablo,Madrid,Bizum,1,1.76,0
1931,2023-10-10,13:27,Latte,Bebida,Sofía,Madrid,Tarjeta,2,3.43,0
1932,2023-10-11,08:19,Latte,Bebida,Marta,Madrid,Tarjeta,2,3.5,0
1933,2023-10-11,13:30,Cappuccino,Bebida,Marta,Madrid,Tarjeta,3,3.2,0
1934,2023-10-11,16:35,Bocadillo,Comida,Hugo,Zaragoza,Efectivo,1,4.5,0
1935,2023-10-11,20:08,Chocolate,Bebida,Mario,Madrid,Tarjeta,1,3.0,0
1936,2023-10-11,12:44,Brownie,Comida,Laura,Madrid,Tarjeta,3,2.8,0
1937,2023-10-11,18:26,Tostada,Comida,Lucía,Madrid,Tarjeta,1,1.96,5
1938,2023-10-12,18:21,Brownie,Comida,Mario,Madrid,Tarjeta,1,2.94,15
1939,2023-10-12,18:40,Bocadillo,Comida,Laura,Madrid,Tarjeta,1,4.5,0
1940,2023-10-12,08:27,Brownie,Comida,Iván,Valencia,Tarjeta,1,2.86,5
1941,2023-10-12,15:42,Cappuccino,Bebida,Hugo,Zaragoza,Google Pay,1,3.2,0
1942,2023-10-12,11:52,Americano,Bebida,Hugo,Zaragoza,Tarjeta,1,2.0,5
1943,2023-10-12,09:53,Tostada,Comida,Laura,Madrid,Bizum,1,1.96,0
1944,2023-10-12,11:29,Cookie,Comida,Sofía,Madrid,Tarjeta,1,1.76,0
1945,2023-10-12,19:00,Croissant,Comida,Mario,Madrid,Tarjeta,1,2.2,0
1946,2023-10-13,18:00,Chocolate,Bebida,Hugo,Zaragoza,Tarjeta,1,3.0,0
1947,2023-10-13,09:31,Americano,Bebida,Pablo,Madrid,Efectivo,1,1.96,0
1948,2023-10-13,16:34,Chocolate,Bebida,Pablo,Madrid,Bizum,2,3.15,0
1949,2023-10-13,17:12,Brownie,Comida,Marta,Madrid,Tarjeta,1,2.86,0
1950,2023-10-13,10:46,Chocolate,Bebida,Bruno,Sevilla,Google Pay,1,3.0,0
1951,2023-10-13,18:37,Americano,Bebida,Mario,Madrid,Efectivo,1,2.0,0
1952,2023-10-13,08:32,Croissant,Comida,Laura,Madrid,Tarjeta,2,2.16,0
1953,2023-10-13,16:33,Croissant,Comida,Laura,Madrid,Tarjeta,1,2.2,0
1954,2023-10-14,08:09,Americano,Bebida,Iván,Valencia,Tarjeta,3,2.0,0
1955,2023-10-14,16:03,Chocolate,Bebida,Marta,Madrid,Tarjeta,1,3.0,0
1956,2023-10-14,16:50,Tostada,Comida,Lucía,Madrid,Tarjeta,1,2.0,0
1957,2023-10-14,16:09,Croissant,Comida,Sergio,Madrid,Tarjeta,1,2.2,5
1958,2023-10-14,18:04,Bocadillo,Comida,Bruno,Sevilla,Tarjeta,1,4.5,0
1959,2023-10-14,15:01,Brownie,Comida,Nuria,Bilbao,Tarjeta,1,2.8,0
1960,2023-10-14,15:15,Tostada,Comida,Marta,Madrid,Google Pay,1,2.04,0
1961,2023-10-14,10:01,Americano,Bebida,Sergio,Madrid,Tarjeta,1,2.04,0
1962,2023-10-14,17:19,Latte,Bebida,Sofía,Madrid,Google Pay,1,3.57,0
1963,2023-10-14,11:53,Chocolate,Bebida,Elena,Madrid,Tarjeta,1,3.0,0
1964,2023-10-14,09:04,Chocolate,Bebida,Ana,Madrid,Bizum,1,3.0,0
1965,2023-10-14,17:35,Té,Bebida,Sofía,Madrid,Tarjeta,1,2.5,0
1966,2023-10-14,11:59,Latte,Bebida,Sofía,Madrid,Efectivo,1,3.43,0
1967,2023-10-14,12:08,Chocolate,Bebida,Bruno,Sevilla,Tarjeta,2,2.94,0
1968,2023-10-15,17:18,Croissant,Comida,Carla,Madrid,Tarjeta,1,2.16,0
1969,2023-10-15,19:43,Chocolate,Bebida,Marta,Madrid,Tarjeta,1,3.0,0
1970,2023-10-15,11:55,Chocolate,Bebida,Bruno,Sevilla,Tarjeta,1,3.15,0
1971,2023-10-15,15:07,Cappuccino,Bebida,Sofía,Madrid,Apple Pay,1,3.26,0
1972,2023-10-15,18:19,Americano,Bebida,Mario,Madrid,Tarjeta,2,1.96,0
1973,2023-10-15,16:35,Brownie,Comida,Elena,Madrid,Efectivo,1,2.74,0
1974,2023-10-16,14:25,Tostada,Comida,Mario,Madrid,Tarjeta,2,2.1,0
1975,2023-10-16,11:29,Cookie,Comida,Lucía,Madrid,Bizum,1,1.76,0
1976,2023-10-16,07:32,Tostada,Comida,Lucía,Madrid,Tarjeta,1,2.0,0
1977,2023-10-17,09:47,Brownie,Comida,Elena,Madrid,Efectivo,1,2.8,5
1978,2023-10-17,11:40,Brownie,Comida,Mario,Madrid,Bizum,1,2.86,0
1979,2023-10-17,08:56,Chocolate,Bebida,Sofía,Madrid,Efectivo,1,3.0,0
1980,2023-10-17,10:26,Té,Bebida,Diego,Barcelona,Tarjeta,1,2.5,0
1981,2023-10-17,13:20,Tostada,Comida,Bruno,Sevilla,Tarjeta,2,1.96,0
1982,2023-10-17,18:38,Bocadillo,Comida,Carla,Madrid,Tarjeta,1,4.59,0
1983,2023-10-17,19:07,Bocadillo,Comida,Mario,Madrid,Google Pay,1,4.41,5
1984,2023-10-18,11:47,Chocolate,Bebida,Nuria,Bilbao,Tarjeta,1,3.15,0
1985,2023-10-18,16:16,Cappuccino,Bebida,Lucía,Madrid,Bizum,1,3.14,0
1986,2023-10-18,15:01,Tostada,Comida,Iván,Valencia,Tarjeta,1,2.0,0
1987,2023-10-18,08:22,Cappuccino,Bebida,Lucía,Madrid,Tarjeta,1,3.36,0
1988,2023-10-18,12:58,Latte,Bebida,Nuria,Bilbao,Tarjeta,2,3.68,0
1989,2023-10-19,10:01,Tostada,Comida,Pablo,Madrid,Tarjeta,1,1.96,10
1990,2023-10-19,18:25,Chocolate,Bebida,Mario,Madrid,Bizum,1,3.06,0
1991,2023-10-19,19:18,Brownie,Comida,Carla,Madrid,Google Pay,1,2.8,0
1992,2023-10-19,11:35,Té,Bebida,Sofía,Madrid,Tarjeta,1,2.5,15
1993,2023-10-19,15:40,Bocadillo,Comida,Ana,Madrid,Apple Pay,1,4.5,0
1994,2023-10-19,15:36,Croissant,Comida,Bruno,Sevilla,Tarjeta,1,2.16,0
1995,2023-10-20,20:09,Chocolate,Bebida,Laura,Madrid,Tarjeta,1,3.15,0
1996,2023-10-20,13:25,Cookie,Comida,Bruno,Sevilla,Bizum,1,1.76,0
1997,2023-10-20,18:00,Tostada,Comida,Marta,Madrid,Tarjeta,1,1.96,0
1998,2023-10-20,12:08,Bocadillo,Comida,Marta,Madrid,Tarjeta,1,4.73,0
1999,2023-10-20,19:36,Cappuccino,Bebida,Lucía,Madrid,Tarjeta,1,3.2,0
2000,2023-10-21,11:29,Cookie,Comida,Bruno,Sevilla,Tarjeta,2,1.84,0
2001,2023-10-21,08:04,Cappuccino,Bebida,Elena,Madrid,Tarjeta,1,3.2,0
2002,2023-10-21,18:40,Chocolate,Bebida,Nuria,Bilbao,Bizum,1,3.06,10
2003,2023-10-21,16:45,Tostada,Comida,Sofía,Madrid,Tarjeta,1,2.1,0
2004,2023-10-21,12:10,Té,Bebida,Nuria,Bilbao,Apple Pay,1,2.55,10
2005,2023-10-21,10:40,Croissant,Comida,Hugo,Zaragoza,Tarjeta,2,2.24,0
2006,2023-10-21,10:31,Té,Bebida,Hugo,Zaragoza,Tarjeta,1,2.62,0
2007,2023-10-22,17:14,Brownie,Comida,Nuria,Bilbao,Tarjeta,1,2.8,0
2008,2023-10-22,19:18,Bocadillo,Comida,Carla,Madrid,Bizum,1,4.59,0
2009,2023-10-22,19:35,Tostada,Comida,Lucía,Madrid,Tarjeta,3,2.0,0
2010,2023-10-22,11:52,Té,Bebida,Pablo,Madrid,Apple Pay,1,2.55,5
2011,2023-10-22,17:35,Latte,Bebida,Ana,Madrid,Bizum,1,3.5,0
2012,2023-10-22,17:59,Americano,Bebida,Bruno,Sevilla,Bizum,1,2.04,0
2013,2023-10-22,14:19,Croissant,Comida,Iván,Valencia,Tarjeta,1,2.24,0
2014,2023-10-22,15:13,Chocolate,Bebida,Sofía,Madrid,Tarjeta,1,2.94,10
2015,2023-10-22,07:45,Chocolate,Bebida,Mario,Madrid,Tarjeta,1,3.0,0
2016,2023-10-22,13:55,Bocadillo,Comida,Diego,Barcelona,Google Pay,1,4.5,10
2017,2023-10-23,18:53,Cookie,Comida,Elena,Madrid,Tarjeta,1,1.8,0
2018,2023-10-23,09:14,Cookie,Comida,Bruno,Sevilla,Efectivo,1,1.8,0
2019,2023-10-23,08:19,Chocolate,Bebida,Hugo,Zaragoza,Tarjeta,2,3.0,0
2020,2023-10-23,18:37,Cappuccino,Bebida,Sofía,Madrid,Tarjeta,2,3.36,0
2021,2023-10-23,20:12,Tostada,Comida,Hugo,Zaragoza,Efectivo,2,2.04,0
2022,2023-10-23,18:09,Brownie,Comida,Diego,Barcelona,Tarjeta,1,2.8,0
2023,2023-10-23,13:19,Té,Bebida,Hugo,Zaragoza,Tarjeta,2,2.62,0
2024,2023-10-23,09:11,Chocolate,Bebida,Ana,Madrid,Google Pay,1,3.0,0
2025,2023-10-23,08:34,Americano,Bebida,Hugo,Zaragoza,Efectivo,1,2.0,0
2026,2023-10-23,15:49,Bocadillo,Comida,Hugo,Zaragoza,Tarjeta,2,4.73,0
2027,2023-10-24,17:45,Latte,Bebida,Nuria,Bilbao,Tarjeta,1,3.43,0
2028,2023-10-24,10:28,Té,Bebida,Mario,Madrid,Tarjeta,2,2.5,10
2029,2023-10-24,08:21,Brownie,Comida,Iván,Valencia,Bizum,1,2.94,10
2030,2023-10-24,15:39,Cappuccino,Bebida,Bruno,Sevilla,Bizum,1,3.2,0
2031,2023-10-24,16:17,Bocadillo,Comida,Iván,Valencia,Tarjeta,1,4.59,0
2032,2023-10-24,07:33,Tostada,Comida,Marta,Madrid,Tarjeta,1,2.1,0
2033,2023-10-24,15:08,Brownie,Comida,Bruno,Sevilla,Tarjeta,1,2.8,0
2034,2023-10-24,09:01,Cookie,Comida,Mario,Madrid,Efectivo,1,1.8,0
2035,2023-10-24,17:38,Té,Bebida,Sofía,Madrid,Apple Pay,1,2.5,0
2036,2023-10-24,18:30,Té,Bebida,Marta,Madrid,Tarjeta,1,2.45,0
2037,2023-10-24,15:31,Chocolate,Bebida,Laura,Madrid,Tarjeta,1,3.15,0
2038,2023-10-24,17:49,Croissant,Comida,Carla,Madrid,Tarjeta,1,2.31,0
2039,2023-10-25,09:24,Americano,Bebida,Sofía,Madrid,Apple Pay,1,2.0,0
2040,2023-10-25,09:59,Bocadillo,Comida,Iván,Valencia,Tarjeta,1,4.59,0
2041,2023-10-25,11:51,Chocolate,Bebida,Nuria,Bilbao,Tarjeta,1,3.06,5
2042,2023-10-25,20:10,Americano,Bebida,Sofía,Madrid,Bizum,1,2.04,0
2043,2023-10-25,16:37,Cookie,Comida,Ana,Madrid,Bizum,1,1.84,0
