ReservaID,FechaReserva,CanalID,CanalVenta,ClienteID,ClienteEmail,ClienteNombre,SeguroSiNo,EstadoReserva
3000679,2023-06-19,CH01,Web,C0220,cliente0220@viajaya.es,Hugo Romero,No,Confirmada
3000680,2023-06-19,CH02,Teléfono,C0465,cliente0465@viajaya.es,Bruno López,Sí,Confirmada
3000681,2023-06-19,CH04,Partner,C0095,cliente0095@viajaya.es,David Martín,Sí,Confirmada
3000682,2023-06-19,CH04,Partner,C0592,cliente0592@viajaya.es,Elena Romero,Sí,Confirmada
3000683,2023-06-20,CH02,Teléfono,C0273,cliente0273@viajaya.es,Bruno Navarro,No,Confirmada
3000684,2023-06-20,CH03,Agencia física,C0546,cliente0546@viajaya.es,Ana Navarro,No,Confirmada
3000685,2023-06-20,CH01,Web,C0513,cliente0513@viajaya.es,Nuria Díaz,No,Confirmada
3000686,2023-06-20,CH04,Partner,C0295,cliente0295@viajaya.es,Bruno Díaz,Sí,Confirmada
3000687,2023-06-20,CH04,Partner,C0049,cliente0049@viajaya.es,Nuria Sánchez,No,Pendiente
3000688,2023-06-20,CH03,Agencia física,C0161,cliente0161@viajaya.es,Hugo García,No,Confirmada
3000689,2023-06-20,CH03,Agencia física,C0406,cliente0406@viajaya.es,Pablo Romero,No,Confirmada
3000690,2023-06-20,CH04,Partner,C0341,cliente0341@viajaya.es,David Martín,Sí,Confirmada
3000691,2023-06-20,CH03,Agencia física,C0299,cliente0299@viajaya.es,Ana Navarro,No,Confirmada
3000692,2023-06-21,CH01,Web,C0451,cliente0451@viajaya.es,Mario Hernández,No,Pendiente
3000693,2023-06-21,CH01,Web,C0119,cliente0119@viajaya.es,Ana Ruiz,No,Confirmada
3000694,2023-06-21,CH01,Web,C0395,cliente0395@viajaya.es,Jorge López,Sí,Confirmada
3000695,2023-06-21,CH04,Partner,C0506,cliente0506@viajaya.es,Carla Martín,No,Confirmada
3000696,2023-06-21,CH03,Agencia física,C0338,cliente0338@viajaya.es,Mario Martín,No,Confirmada
3000697,2023-06-21,CH01,Web,C0358,cliente0358@viajaya.es,Jorge Hernández,No,Confirmada
3000698,2023-06-21,CH04,Partner,C0214,cliente0214@viajaya.es,Hugo Díaz,Sí,Confirmada
3000699,2023-06-21,CH03,Agencia física,C0455,cliente0455@viajaya.es,Bruno García,No,Confirmada
3000700,2023-06-22,CH01,Web,C0379,cliente0379@viajaya.es,Mario Martín,Sí,Confirmada
3000701,2023-06-22,CH03,Agencia física,C0149,cliente0149@viajaya.es,Jorge Pérez,No,Confirmada
3000702,2023-06-22,CH04,Partner,C0634,cliente0634@viajaya.es,Lucía Hernández,No,Confirmada
3000703,2023-06-22,CH04,Partner,C0493,cliente0493@viajaya.es,Hugo Navarro,No,Confirmada
3000704,2023-06-22,CH02,Teléfono,C0650,cliente0650@viajaya.es,Bruno García,No,Confirmada
3000705,2023-06-22,CH01,Web,C0173,cliente0173@viajaya.es,Ana López,Sí,Confirmada
3000706,2023-06-22,CH04,Partner,C0069,cliente0069@viajaya.es,Mario Sánchez,No,Confirmada
3000707,2023-06-23,CH02,Teléfono,C0224,cliente0224@viajaya.es,Laura Romero,No,Confirmada
3000708,2023-06-23,CH03,Agencia física,C0307,cliente0307@viajaya.es,Elena Romero,No,Confirmada
3000709,2023-06-23,CH02,Teléfono,C0257,cliente0257@viajaya.es,Marta Pérez,Sí,Confirmada
3000710,2023-06-23,CH04,Partner,C0389,cliente0389@viajaya.es,Marta Sánchez,No,Confirmada
3000711,2023-06-23,CH04,Partner,C0576,cliente0576@viajaya.es,Carla Díaz,No,Confirmada
3000712,2023-06-23,CH02,Teléfono,C0505,cliente0505@viajaya.es,Bruno Pérez,Sí,Confirmada
3000713,2023-06-23,CH04,Partner,C0125,cliente0125@viajaya.es,Mario Ruiz,No,Confirmada
3000714,2023-06-23,CH04,Partner,C0285,cliente0285@viajaya.es,Jorge Sánchez,No,Confirmada
3000715,2023-06-23,CH02,Teléfono,C0444,cliente0444@viajaya.es,Bruno López,Sí,Confirmada
3000716,2023-06-24,CH03,Agencia física,C0376,cliente0376@viajaya.es,Sofía Ruiz,No,Confirmada
3000717,2023-06-24,CH03,Agencia física,C0139,cliente0139@viajaya.es,Nuria Romero,Sí,Confirmada
3000718,2023-06-24,CH02,Teléfono,C0192,cliente0192@viajaya.es,Carla García,No,Confirmada
3000719,2023-06-24,CH04,Partner,C0382,cliente0382@viajaya.es,Jorge García,No,Confirmada
3000720,2023-06-24,CH02,Teléfono,C0581,cliente0581@viajaya.es,Pablo Ruiz,No,Confirmada
3000721,2023-06-24,CH01,Web,C0162,cliente0162@viajaya.es,Mario Romero,Sí,Confirmada
3000722,2023-06-24,CH01,Web,C0295,cliente0295@viajaya.es,Bruno Díaz,No,Confirmada
3000723,2023-06-24,CH04,Partner,C0630,cliente0630@viajaya.es,Nuria García,No,Confirmada
3000724,2023-06-25,CH04,Partner,C0347,cliente0347@viajaya.es,Bruno Hernández,No,Confirmada
3000725,2023-06-25,CH02,Teléfono,C0040,cliente0040@viajaya.es,Jorge López,Sí,Confirmada
3000726,2023-06-25,CH03,Agencia física,C0372,cliente0372@viajaya.es,David Pérez,No,Confirmada
3000727,2023-06-25,CH04,Partner,C0480,cliente0480@viajaya.es,Pablo García,Sí,Confirmada
3000728,2023-06-25,CH03,Agencia física,C0462,cliente0462@viajaya.es,Mario Martín,No,Confirmada
3000729,2023-06-25,CH02,Teléfono,C0516,cliente0516@viajaya.es,Elena López,No,Confirmada
3000730,2023-06-25,CH04,Partner,C0123,cliente0123@viajaya.es,Ana García,No,Confirmada
3000731,2023-06-26,CH03,Agencia física,C0465,cliente0465@viajaya.es,Bruno López,No,Confirmada
3000732,2023-06-26,CH01,Web,C0254,cliente0254@viajaya.es,Mario Navarro,No,Confirmada
3000733,2023-06-26,CH02,Teléfono,C0262,cliente0262@viajaya.es,Bruno Sánchez,No,Confirmada
3000734,2023-06-26,CH03,Agencia física,C0433,cliente0433@viajaya.es,Carla Hernández,Sí,Confirmada
3000735,2023-06-26,CH03,Agencia física,C0316,cliente0316@viajaya.es,Hugo Romero,No,Confirmada
3000736,2023-06-26,CH01,Web,C0191,cliente0191@viajaya.es,Bruno Navarro,No,Confirmada
3000737,2023-06-26,CH02,Teléfono,C0192,cliente0192@viajaya.es,Carla García,No,Confirmada
3000738,2023-06-26,CH04,Partner,C0436,cliente0436@viajaya.es,Marta Hernández,No,Confirmada
3000739,2023-06-27,CH01,Web,C0036,cliente0036@viajaya.es,Lucía Romero,No,Confirmada
3000740,2023-06-27,CH04,Partner,C0115,cliente0115@viajaya.es,David Martín,No,Pendiente
3000741,2023-06-28,CH03,Agencia física,C0012,cliente0012@viajaya.es,Mario Pérez,No,Confirmada
3000742,2023-06-28,CH02,Teléfono,C0021,cliente0021@viajaya.es,David Hernández,Sí,Confirmada
3000743,2023-06-28,CH04,Partner,C0568,cliente0568@viajaya.es,Nuria Sánchez,No,Confirmada
3000744,2023-06-28,CH02,Teléfono,C0317,cliente0317@viajaya.es,Ana Martín,No,Confirmada
3000745,2023-06-28,CH03,Agencia física,C0368,cliente0368@viajaya.es,Mario Hernández,Sí,Confirmada
3000746,2023-06-28,CH01,Web,C0568,cliente0568@viajaya.es,Nuria Sánchez,No,Confirmada
3000747,2023-06-28,CH03,Agencia física,C0117,cliente0117@viajaya.es,Laura Pérez,Sí,Confirmada
3000748,2023-06-29,CH01,Web,C0174,cliente0174@viajaya.es,David Hernández,No,Cancelada
3000749,2023-06-29,CH03,Agencia física,C0504,cliente0504@viajaya.es,Mario Ruiz,No,Confirmada
3000750,2023-06-29,CH01,Web,C0024,cliente0024@viajaya.es,Lucía Navarro,Sí,Confirmada
3000751,2023-06-29,CH02,Teléfono,C0302,cliente0302@viajaya.es,Nuria Romero,No,Confirmada
3000752,2023-06-29,CH01,Web,C0430,cliente0430@viajaya.es,Pablo Ruiz,No,Confirmada
3000753,2023-06-29,CH04,Partner,C0382,cliente0382@viajaya.es,Jorge García,No,Cancelada
3000754,2023-06-30,CH03,Agencia física,C0301,cliente0301@viajaya.es,Hugo Pérez,No,Confirmada
3000755,2023-06-30,CH04,Partner,C0297,cliente0297@viajaya.es,Nuria Hernández,No,Confirmada
3000756,2023-06-30,CH02,Teléfono,C0153,cliente0153@viajaya.es,Ana Sánchez,No,Confirmada
3000757,2023-06-30,CH03,Agencia física,C0320,cliente0320@viajaya.es,Sofía Ruiz,Sí,Confirmada
3000758,2023-06-30,CH03,Agencia física,C0411,cliente0411@viajaya.es,Lucía Pérez,No,Confirmada
3000759,2023-06-30,CH04,Partner,C0570,cliente0570@viajaya.es,Nuria Romero,No,Confirmada
3000760,2023-06-30,CH01,Web,C0637,cliente0637@viajaya.es,Laura Ruiz,No,Confirmada
3000761,2023-06-30,CH01,Web,C0021,cliente0021@viajaya.es,David Hernández,Sí,Confirmada
3000762,2023-06-30,CH04,Partner,C0586,cliente0586@viajaya.es,Carla Sánchez,No,Confirmada
3000763,2023-06-30,CH04,Partner,C0307,cliente0307@viajaya.es,Elena Romero,No,Confirmada
3000764,2023-07-01,CH01,Web,C0152,cliente0152@viajaya.es,Ana Sánchez,Sí,Cancelada
3000765,2023-07-01,CH01,Web,C0122,cliente0122@viajaya.es,Sofía Martín,No,Confirmada
3000766,2023-07-01,CH04,Partner,C0222,cliente0222@viajaya.es,Laura García,No,Confirmada
3000767,2023-07-01,CH04,Partner,C0210,cliente0210@viajaya.es,Ana García,No,Confirmada
3000768,2023-07-01,CH03,Agencia física,C0304,cliente0304@viajaya.es,Sofía Hernández,No,Pendiente
3000769,2023-07-01,CH03,Agencia física,C0198,cliente0198@viajaya.es,Ana García,Sí,Confirmada
3000770,2023-07-02,CH04,Partner,C0557,cliente0557@viajaya.es,Elena Ruiz,No,Confirmada
3000771,2023-07-03,CH04,Partner,C0537,cliente0537@viajaya.es,David Martín,No,Confirmada
3000772,2023-07-03,CH03,Agencia física,C0308,cliente0308@viajaya.es,Ana Hernández,Sí,Pendiente
3000773,2023-07-03,CH01,Web,C0005,cliente0005@viajaya.es,Elena Díaz,Sí,Confirmada
3000774,2023-07-03,CH01,Web,C0566,cliente0566@viajaya.es,Mario Ruiz,No,Confirmada
3000775,2023-07-04,CH04,Partner,C0313,cliente0313@viajaya.es,Elena García,Sí,Confirmada
3000776,2023-07-04,CH04,Partner,C0293,cliente0293@viajaya.es,Laura Hernández,No,Confirmada
3000777,2023-07-04,CH04,Partner,C0259,cliente0259@viajaya.es,Nuria Martín,No,Confirmada
3000778,2023-07-05,CH04,Partner,C0162,cliente0162@viajaya.es,Mario Romero,No,Confirmada
3000779,2023-07-05,CH01,Web,C0229,cliente0229@viajaya.es,Hugo Hernández,No,Pendiente
3000780,2023-07-05,CH03,Agencia física,C0600,cliente0600@viajaya.es,Hugo Navarro,Sí,Confirmada
3000781,2023-07-05,CH02,Teléfono,C0431,cliente0431@viajaya.es,Bruno Martín,No,Cancelada
3000782,2023-07-05,CH01,Web,C0582,cliente0582@viajaya.es,Sofía Hernández,Sí,Confirmada
3000783,2023-07-05,CH01,Web,C0640,cliente0640@viajaya.es,Laura López,Sí,Confirmada
3000784,2023-07-05,CH03,Agencia física,C0502,cliente0502@viajaya.es,David Sánchez,Sí,Confirmada
3000785,2023-07-05,CH02,Teléfono,C0002,cliente0002@viajaya.es,Lucía Díaz,No,Cancelada
3000786,2023-07-06,CH02,Teléfono,C0577,cliente0577@viajaya.es,Ana Navarro,Sí,Confirmada
3000787,2023-07-06,CH04,Partner,C0033,cliente0033@viajaya.es,Carla López,No,Confirmada
3000788,2023-07-06,CH04,Partner,C0058,cliente0058@viajaya.es,Laura Martín,No,Confirmada
3000789,2023-07-06,CH03,Agencia física,C0311,cliente0311@viajaya.es,Sofía López,No,Confirmada
3000790,2023-07-06,CH02,Teléfono,C0243,cliente0243@viajaya.es,Hugo Díaz,No,Confirmada
3000791,2023-07-06,CH01,Web,C0058,cliente0058@viajaya.es,Laura Martín,No,Confirmada
3000792,2023-07-06,CH02,Teléfono,C0433,cliente0433@viajaya.es,Carla Hernández,No,Confirmada
3000793,2023-07-06,CH01,Web,C0370,cliente0370@viajaya.es,Sofía Ruiz,Sí,Confirmada
3000794,2023-07-07,CH02,Teléfono,C0204,cliente0204@viajaya.es,Nuria Navarro,No,Confirmada
3000795,2023-07-07,CH04,Partner,C0607,cliente0607@viajaya.es,Elena Díaz,No,Confirmada
3000796,2023-07-07,CH04,Partner,C0204,cliente0204@viajaya.es,Nuria Navarro,No,Confirmada
3000797,2023-07-07,CH04,Partner,C0376,cliente0376@viajaya.es,Sofía Ruiz,Sí,Confirmada
3000798,2023-07-07,CH01,Web,C0006,cliente0006@viajaya.es,Hugo Hernández,Sí,Confirmada
3000799,2023-07-07,CH02,Teléfono,C0382,cliente0382@viajaya.es,Jorge García,Sí,Confirmada
3000800,2023-07-08,CH01,Web,C0245,cliente0245@viajaya.es,Sofía Ruiz,Sí,Confirmada
3000801,2023-07-08,CH03,Agencia física,C0122,cliente0122@viajaya.es,Sofía Martín,Sí,Confirmada
3000802,2023-07-08,CH03,Agencia física,C0182,cliente0182@viajaya.es,Pablo Martín,Sí,Confirmada
3000803,2023-07-08,CH04,Partner,C0602,cliente0602@viajaya.es,Laura Sánchez,No,Confirmada
3000804,2023-07-08,CH02,Teléfono,C0637,cliente0637@viajaya.es,Laura Ruiz,No,Confirmada
3000805,2023-07-08,CH04,Partner,C0362,cliente0362@viajaya.es,Ana Navarro,Sí,Confirmada
3000806,2023-07-08,CH04,Partner,C0348,cliente0348@viajaya.es,Ana Ruiz,Sí,Confirmada
3000807,2023-07-08,CH01,Web,C0190,cliente0190@viajaya.es,Carla Hernández,No,Confirmada
3000808,2023-07-08,CH04,Partner,C0242,cliente0242@viajaya.es,Mario Díaz,No,Confirmada
3000809,2023-07-08,CH04,Partner,C0351,cliente0351@viajaya.es,Pablo Pérez,Sí,Confirmada
3000810,2023-07-09,CH04,Partner,C0331,cliente0331@viajaya.es,Sofía García,No,Confirmada
3000811,2023-07-09,CH03,Agencia física,C0427,cliente0427@viajaya.es,Jorge Navarro,No,Confirmada
3000812,2023-07-09,CH04,Partner,C0420,cliente0420@viajaya.es,Hugo Martín,No,Pendiente
3000813,2023-07-09,CH03,Agencia física,C0611,cliente0611@viajaya.es,Sofía Ruiz,No,Confirmada
3000814,2023-07-09,CH01,Web,C0308,cliente0308@viajaya.es,Ana Hernández,No,Confirmada
3000815,2023-07-10,CH01,Web,C0222,cliente0222@viajaya.es,Laura García,No,Confirmada
3000816,2023-07-10,CH04,Partner,C0234,cliente0234@viajaya.es,Jorge Hernández,No,Cancelada
3000817,2023-07-10,CH04,Partner,C0117,cliente0117@viajaya.es,Laura Pérez,No,Confirmada
3000818,2023-07-10,CH03,Agencia física,C0573,cliente0573@viajaya.es,Pablo Martín,Sí,Confirmada
3000819,2023-07-10,CH04,Partner,C0528,cliente0528@viajaya.es,Elena Ruiz,No,Confirmada
3000820,2023-07-10,CH02,Teléfono,C0010,cliente0010@viajaya.es,Lucía Ruiz,No,Confirmada
3000821,2023-07-10,CH02,Teléfono,C0279,cliente0279@viajaya.es,Ana López,No,Pendiente
3000822,2023-07-10,CH01,Web,C0037,cliente0037@viajaya.es,Ana Navarro,No,Confirmada
3000823,2023-07-10,CH02,Teléfono,C0591,cliente0591@viajaya.es,Elena Sánchez,Sí,Confirmada
3000824,2023-07-10,CH03,Agencia física,C0380,cliente0380@viajaya.es,David Pérez,Sí,Confirmada
3000825,2023-07-10,CH02,Teléfono,C0597,cliente0597@viajaya.es,Mario Navarro,No,Confirmada
3000826,2023-07-11,CH02,Teléfono,C0162,cliente0162@viajaya.es,Mario Romero,No,Confirmada
3000827,2023-07-11,CH03,Agencia física,C0365,cliente0365@viajaya.es,Lucía López,No,Confirmada
3000828,2023-07-11,CH02,Teléfono,C0032,cliente0032@viajaya.es,David García,Sí,Confirmada
3000829,2023-07-11,CH03,Agencia física,C0123,cliente0123@viajaya.es,Ana García,No,Confirmada
3000830,2023-07-11,CH01,Web,C0145,cliente0145@viajaya.es,Sofía Hernández,Sí,Confirmada
3000831,2023-07-12,CH04,Partner,C0370,cliente0370@viajaya.es,Sofía Ruiz,No,Cancelada
3000832,2023-07-12,CH03,Agencia física,C0573,cliente0573@viajaya.es,Pablo Martín,Sí,Confirmada
3000833,2023-07-12,CH04,Partner,C0107,cliente0107@viajaya.es,Laura Romero,Sí,Pendiente
3000834,2023-07-12,CH03,Agencia física,C0531,cliente0531@viajaya.es,Ana Pérez,No,Confirmada
3000835,2023-07-13,CH03,Agencia física,C0337,cliente0337@viajaya.es,Lucía Pérez,Sí,Confirmada
3000836,2023-07-13,CH02,Teléfono,C0325,cliente0325@viajaya.es,Mario Navarro,No,Confirmada
3000837,2023-07-13,CH03,Agencia física,C0270,cliente0270@viajaya.es,Lucía Pérez,No,Confirmada
3000838,2023-07-13,CH03,Agencia física,C0563,cliente0563@viajaya.es,Sofía Navarro,No,Pendiente
3000839,2023-07-14,CH01,Web,C0375,cliente0375@viajaya.es,Laura Díaz,Sí,Confirmada
3000840,2023-07-14,CH02,Teléfono,C0448,cliente0448@viajaya.es,Elena Hernández,No,Confirmada
3000841,2023-07-14,CH02,Teléfono,C0419,cliente0419@viajaya.es,Jorge Sánchez,Sí,Confirmada
3000842,2023-07-14,CH04,Partner,C0009,cliente0009@viajaya.es,Marta Navarro,No,Confirmada
3000843,2023-07-14,CH01,Web,C0386,cliente0386@viajaya.es,Hugo Hernández,No,Confirmada
3000844,2023-07-15,CH02,Teléfono,C0025,cliente0025@viajaya.es,Elena Pérez,Sí,Confirmada
3000845,2023-07-15,CH04,Partner,C0464,cliente0464@viajaya.es,Marta Martín,No,Confirmada
3000846,2023-07-15,CH04,Partner,C0412,cliente0412@viajaya.es,Nuria Hernández,No,Pendiente
3000847,2023-07-15,CH02,Teléfono,C0301,cliente0301@viajaya.es,Hugo Pérez,Sí,Confirmada
3000848,2023-07-15,CH01,Web,C0259,cliente0259@viajaya.es,Nuria Martín,No,Confirmada
3000849,2023-07-15,CH02,Teléfono,C0091,cliente0091@viajaya.es,Pablo Hernández,Sí,Confirmada
3000850,2023-07-15,CH01,Web,C0623,cliente0623@viajaya.es,Mario López,Sí,Confirmada
3000851,2023-07-16,CH02,Teléfono,C0153,cliente0153@viajaya.es,Ana Sánchez,Sí,Pendiente
3000852,2023-07-16,CH01,Web,C0276,cliente0276@viajaya.es,Carla Navarro,Sí,Confirmada
3000853,2023-07-16,CH03,Agencia física,C0160,cliente0160@viajaya.es,David Sánchez,Sí,Confirmada
3000854,2023-07-16,CH03,Agencia física,C0384,cliente0384@viajaya.es,Laura Romero,No,Confirmada
3000855,2023-07-16,CH01,Web,C0134,cliente0134@viajaya.es,Hugo Sánchez,No,Confirmada
3000856,2023-07-16,CH03,Agencia física,C0323,cliente0323@viajaya.es,Laura Ruiz,Sí,Confirmada
3000857,2023-07-16,CH03,Agencia física,C0124,cliente0124@viajaya.es,Sofía Martín,No,Confirmada
3000858,2023-07-16,CH03,Agencia física,C0164,cliente0164@viajaya.es,Lucía Navarro,No,Confirmada
3000859,2023-07-16,CH04,Partner,C0168,cliente0168@viajaya.es,Ana Sánchez,Sí,Confirmada
3000860,2023-07-16,CH01,Web,C0111,cliente0111@viajaya.es,Carla Ruiz,Sí,Confirmada
3000861,2023-07-17,CH02,Teléfono,C0350,cliente0350@viajaya.es,Marta Sánchez,No,Confirmada
3000862,2023-07-17,CH03,Agencia física,C0443,cliente0443@viajaya.es,Jorge Hernández,No,Confirmada
3000863,2023-07-17,CH04,Partner,C0640,cliente0640@viajaya.es,Laura López,No,Confirmada
3000864,2023-07-17,CH01,Web,C0350,cliente0350@viajaya.es,Marta Sánchez,Sí,Pendiente
3000865,2023-07-17,CH04,Partner,C0312,cliente0312@viajaya.es,David Martín,No,Confirmada
3000866,2023-07-17,CH02,Teléfono,C0457,cliente0457@viajaya.es,Nuria Pérez,No,Confirmada
3000867,2023-07-18,CH02,Teléfono,C0593,cliente0593@viajaya.es,Ana Díaz,Sí,Confirmada
3000868,2023-07-18,CH01,Web,C0167,cliente0167@viajaya.es,Mario Díaz,No,Pendiente
3000869,2023-07-18,CH03,Agencia física,C0543,cliente0543@viajaya.es,Jorge Ruiz,Sí,Confirmada
3000870,2023-07-18,CH04,Partner,C0476,cliente0476@viajaya.es,Carla Martín,No,Pendiente
3000871,2023-07-19,CH04,Partner,C0116,cliente0116@viajaya.es,Ana Díaz,No,Pendiente
3000872,2023-07-19,CH03,Agencia física,C0155,cliente0155@viajaya.es,Nuria Pérez,Sí,Confirmada
3000873,2023-07-19,CH01,Web,C0151,cliente0151@viajaya.es,Jorge Díaz,Sí,Confirmada
3000874,2023-07-19,CH01,Web,C0384,cliente0384@viajaya.es,Laura Romero,No,Confirmada
3000875,2023-07-19,CH02,Teléfono,C0037,cliente0037@viajaya.es,Ana Navarro,No,Confirmada
3000876,2023-07-20,CH02,Teléfono,C0453,cliente0453@viajaya.es,Laura Martín,Sí,Confirmada
3000877,2023-07-20,CH03,Agencia física,C0112,cliente0112@viajaya.es,Pablo Navarro,Sí,Pendiente
3000878,2023-07-20,CH04,Partner,C0514,cliente0514@viajaya.es,Hugo Hernández,Sí,Confirmada
3000879,2023-07-21,CH02,Teléfono,C0613,cliente0613@viajaya.es,Bruno López,No,Confirmada
3000880,2023-07-21,CH01,Web,C0026,cliente0026@viajaya.es,David Díaz,No,Confirmada
3000881,2023-07-21,CH02,Teléfono,C0520,cliente0520@viajaya.es,Hugo Díaz,Sí,Confirmada
3000882,2023-07-21,CH01,Web,C0068,cliente0068@viajaya.es,Pablo Hernández,No,Confirmada
3000883,2023-07-21,CH02,Teléfono,C0362,cliente0362@viajaya.es,Ana Navarro,Sí,Confirmada
3000884,2023-07-21,CH02,Teléfono,C0611,cliente0611@viajaya.es,Sofía Ruiz,No,Confirmada
3000885,2023-07-21,CH04,Partner,C0167,cliente0167@viajaya.es,Mario Díaz,No,Confirmada
3000886,2023-07-21,CH01,Web,C0170,cliente0170@viajaya.es,Sofía Díaz,Sí,Confirmada
3000887,2023-07-22,CH04,Partner,C0443,cliente0443@viajaya.es,Jorge Hernández,No,Confirmada
3000888,2023-07-22,CH04,Partner,C0429,cliente0429@viajaya.es,Marta Hernández,Sí,Pendiente
3000889,2023-07-22,CH02,Teléfono,C0398,cliente0398@viajaya.es,Mario Hernández,No,Confirmada
3000890,2023-07-22,CH04,Partner,C0607,cliente0607@viajaya.es,Elena Díaz,No,Confirmada
3000891,2023-07-22,CH04,Partner,C0157,cliente0157@viajaya.es,Carla Romero,No,Pendiente
3000892,2023-07-22,CH02,Teléfono,C0084,cliente0084@viajaya.es,Hugo Díaz,Sí,Confirmada
3000893,2023-07-23,CH01,Web,C0561,cliente0561@viajaya.es,Ana López,No,Confirmada
3000894,2023-07-23,CH01,Web,C0627,cliente0627@viajaya.es,David Navarro,Sí,Confirmada
3000895,2023-07-23,CH02,Teléfono,C0558,cliente0558@viajaya.es,Elena Hernández,No,Confirmada
3000896,2023-07-23,CH04,Partner,C0626,cliente0626@viajaya.es,Jorge Sánchez,No,Confirmada
3000897,2023-07-24,CH03,Agencia física,C0145,cliente0145@viajaya.es,Sofía Hernández,Sí,Confirmada
3000898,2023-07-24,CH03,Agencia física,C0341,cliente0341@viajaya.es,David Martín,No,Confirmada
3000899,2023-07-24,CH01,Web,C0638,cliente0638@viajaya.es,Jorge Pérez,No,Confirmada
3000900,2023-07-24,CH02,Teléfono,C0156,cliente0156@viajaya.es,Elena Martín,Sí,Confirmada
3000901,2023-07-24,CH04,Partner,C0453,cliente0453@viajaya.es,Laura Martín,No,Confirmada
3000902,2023-07-25,CH01,Web,C0081,cliente0081@viajaya.es,Lucía Ruiz,Sí,Confirmada
3000903,2023-07-25,CH02,Teléfono,C0649,cliente0649@viajaya.es,Jorge García,Sí,Confirmada
3000904,2023-07-25,CH02,Teléfono,C0036,cliente0036@viajaya.es,Lucía Romero,No,Confirmada
3000905,2023-07-25,CH01,Web,C0439,cliente0439@viajaya.es,Nuria Pérez,Sí,Confirmada
3000906,2023-07-25,CH02,Teléfono,C0533,cliente0533@viajaya.es,Ana Romero,No,Cancelada
3000907,2023-07-25,CH04,Partner,C0037,cliente0037@viajaya.es,Ana Navarro,No,Pendiente
3000908,2023-07-25,CH01,Web,C0218,cliente0218@viajaya.es,Hugo Díaz,No,Confirmada
3000909,2023-07-26,CH01,Web,C0614,cliente0614@viajaya.es,Mario López,No,Confirmada
3000910,2023-07-27,CH02,Teléfono,C0154,cliente0154@viajaya.es,Lucía Díaz,No,Confirmada
3000911,2023-07-27,CH04,Partner,C0264,cliente0264@viajaya.es,Ana García,Sí,Pendiente
3000912,2023-07-27,CH01,Web,C0136,cliente0136@viajaya.es,Mario Ruiz,No,Confirmada
3000913,2023-07-27,CH01,Web,C0484,cliente0484@viajaya.es,Bruno Hernández,No,Confirmada
3000914,2023-07-27,CH04,Partner,C0208,cliente0208@viajaya.es,Ana Díaz,No,Confirmada
3000915,2023-07-27,CH02,Teléfono,C0467,cliente0467@viajaya.es,Jorge Navarro,No,Confirmada
3000916,2023-07-27,CH03,Agencia física,C0254,cliente0254@viajaya.es,Mario Navarro,No,Confirmada
3000917,2023-07-27,CH04,Partner,C0346,cliente0346@viajaya.es,Jorge Navarro,Sí,Confirmada
3000918,2023-07-27,CH01,Web,C0622,cliente0622@viajaya.es,Bruno Pérez,Sí,Confirmada
3000919,2023-07-27,CH01,Web,C0168,cliente0168@viajaya.es,Ana Sánchez,No,Confirmada
3000920,2023-07-28,CH02,Teléfono,C0019,cliente0019@viajaya.es,Elena López,Sí,Confirmada
3000921,2023-07-28,CH03,Agencia física,C0472,cliente0472@viajaya.es,Mario Navarro,Sí,Confirmada
3000922,2023-07-28,CH01,Web,C0445,cliente0445@viajaya.es,Ana Romero,No,Confirmada
3000923,2023-07-28,CH04,Partner,C0260,cliente0260@viajaya.es,Laura Romero,No,Confirmada
3000924,2023-07-29,CH01,Web,C0367,cliente0367@viajaya.es,Elena Sánchez,No,Pendiente
3000925,2023-07-29,CH03,Agencia física,C0264,cliente0264@viajaya.es,Ana García,Sí,Confirmada
3000926,2023-07-29,CH04,Partner,C0638,cliente0638@viajaya.es,Jorge Pérez,No,Confirmada
3000927,2023-07-30,CH03,Agencia física,C0148,cliente0148@viajaya.es,Laura Díaz,No,Confirmada
3000928,2023-07-30,CH01,Web,C0104,cliente0104@viajaya.es,Marta Navarro,No,Confirmada
3000929,2023-07-30,CH03,Agencia física,C0582,cliente0582@viajaya.es,Sofía Hernández,Sí,Confirmada
3000930,2023-07-30,CH03,Agencia física,C0331,cliente0331@viajaya.es,Sofía García,No,Confirmada
3000931,2023-07-31,CH03,Agencia física,C0577,cliente0577@viajaya.es,Ana Navarro,No,Confirmada
3000932,2023-07-31,CH03,Agencia física,C0519,cliente0519@viajaya.es,Ana López,No,Confirmada
3000933,2023-07-31,CH04,Partner,C0173,cliente0173@viajaya.es,Ana López,No,Confirmada
3000934,2023-07-31,CH02,Teléfono,C0179,cliente0179@viajaya.es,Lucía Sánchez,No,Cancelada
3000935,2023-08-01,CH01,Web,C0507,cliente0507@viajaya.es,Hugo Martín,No,Confirmada
3000936,2023-08-01,CH02,Teléfono,C0227,cliente0227@viajaya.es,Laura Sánchez,No,Confirmada
3000937,2023-08-01,CH02,Teléfono,C0063,cliente0063@viajaya.es,Jorge Pérez,No,Confirmada
3000938,2023-08-01,CH04,Partner,C0364,cliente0364@viajaya.es,Mario López,Sí,Confirmada
3000939,2023-08-01,CH02,Teléfono,C0222,cliente0222@viajaya.es,Laura García,No,Confirmada
3000940,2023-08-01,CH01,Web,C0011,cliente0011@viajaya.es,Nuria Romero,Sí,Cancelada
