ClienteID,Email,Nombre,PaisResidencia,CiudadResidencia
CL00398,cliente00398@bancofaro.es,Hugo García,España,Madrid
CL00399,cliente00399@bancofaro.es,Jorge López,España,Zaragoza
CL00400,cliente00400@bancofaro.es,Carla Díaz,España,Zaragoza
CL00401,cliente00401@bancofaro.es,Carla Sánchez,España,Zaragoza
CL00402,cliente00402@bancofaro.es,Hugo García,España,Zaragoza
CL00403,cliente00403@bancofaro.es,Sergio Navarro,España,Sevilla
CL00404,cliente00404@bancofaro.es,Jorge Ruiz,España,Bilbao
CL00405,cliente00405@bancofaro.es,Hugo Romero,España,Málaga
CL00406,cliente00406@bancofaro.es,Elena Navarro,Portugal,Valencia
CL00407,cliente00407@bancofaro.es,Jorge Sánchez,España,Alicante
CL00408,cliente00408@bancofaro.es,Elena García,España,Bilbao
CL00409,cliente00409@bancofaro.es,Pablo Ruiz,España,Valencia
CL00410,cliente00410@bancofaro.es,Mario Ruiz,España,Zaragoza
CL00411,cliente00411@bancofaro.es,Pablo López,España,Sevilla
CL00412,cliente00412@bancofaro.es,Marta Romero,Francia,Valencia
CL00413,cliente00413@bancofaro.es,Pablo Pérez,España,Bilbao
CL00414,cliente00414@bancofaro.es,Mario García,España,Sevilla
CL00415,cliente00415@bancofaro.es,Sofía Ruiz,España,Zaragoza
CL00416,cliente00416@bancofaro.es,Jorge Navarro,España,Madrid
CL00417,cliente00417@bancofaro.es,Laura Navarro,España,Barcelona
CL00418,cliente00418@bancofaro.es,Pablo Hernández,España,Málaga
CL00419,cliente00419@bancofaro.es,Mario López,Portugal,Valencia
CL00420,cliente00420@bancofaro.es,Carla Romero,España,Valencia
CL00421,cliente00421@bancofaro.es,Elena Pérez,España,Valencia
CL00422,cliente00422@bancofaro.es,Carla Romero,España,Barcelona
CL00423,cliente00423@bancofaro.es,Pablo Martín,España,Bilbao
CL00424,cliente00424@bancofaro.es,David Hernández,España,Alicante
CL00425,cliente00425@bancofaro.es,Irene Díaz,España,Barcelona
CL00426,cliente00426@bancofaro.es,Jorge Martín,España,Barcelona
CL00427,cliente00427@bancofaro.es,Laura Navarro,España,Alicante
CL00428,cliente00428@bancofaro.es,Pablo Díaz,España,Madrid
CL00429,cliente00429@bancofaro.es,Mario Ruiz,España,Málaga
CL00430,cliente00430@bancofaro.es,Ana Navarro,España,Bilbao
CL00431,cliente00431@bancofaro.es,Pablo García,España,Valencia
CL00432,cliente00432@bancofaro.es,Laura Pérez,España,Zaragoza
CL00433,cliente00433@bancofaro.es,Sofía López,España,Zaragoza
CL00434,cliente00434@bancofaro.es,David Sánchez,Francia,Zaragoza
CL00435,cliente00435@bancofaro.es,Nuria Sánchez,España,Barcelona
CL00436,cliente00436@bancofaro.es,David Navarro,España,Alicante
CL00437,cliente00437@bancofaro.es,Irene López,Francia,Valencia
CL00438,cliente00438@bancofaro.es,David Martín,España,Bilbao
CL00439,cliente00439@bancofaro.es,Pablo Pérez,España,Zaragoza
CL00440,cliente00440@bancofaro.es,Jorge Díaz,España,Bilbao
CL00441,cliente00441@bancofaro.es,Elena Martín,España,Málaga
CL00442,cliente00442@bancofaro.es,Lucía Sánchez,Italia,Barcelona
CL00443,cliente00443@bancofaro.es,Hugo Pérez,Francia,Sevilla
CL00444,cliente00444@bancofaro.es,Sofía García,España,Barcelona
CL00445,cliente00445@bancofaro.es,Laura Díaz,Alemania,Málaga
CL00446,cliente00446@bancofaro.es,David Romero,España,Sevilla
CL00447,cliente00447@bancofaro.es,Laura Díaz,Reino Unido,Alicante
CL00448,cliente00448@bancofaro.es,Sofía López,España,Zaragoza
CL00449,cliente00449@bancofaro.es,David García,España,Madrid
CL00450,cliente00450@bancofaro.es,Ana Romero,España,Madrid
CL00451,cliente00451@bancofaro.es,Carla Hernández,Italia,Barcelona
CL00452,cliente00452@bancofaro.es,Hugo Navarro,Francia,Valencia
CL00453,cliente00453@bancofaro.es,Bruno López,España,Sevilla
CL00454,cliente00454@bancofaro.es,Jorge López,España,Madrid
CL00455,cliente00455@bancofaro.es,Bruno Martín,España,Bilbao
CL00456,cliente00456@bancofaro.es,Jorge Pérez,España,Alicante
CL00457,cliente00457@bancofaro.es,Hugo López,España,Málaga
CL00458,cliente00458@bancofaro.es,Nuria Martín,España,Málaga
CL00459,cliente00459@bancofaro.es,Sofía Pérez,España,Málaga
CL00460,cliente00460@bancofaro.es,David Díaz,Portugal,Zaragoza
CL00461,cliente00461@bancofaro.es,Jorge Martín,España,Alicante
CL00462,cliente00462@bancofaro.es,Nuria Díaz,España,Bilbao
CL00463,cliente00463@bancofaro.es,David Ruiz,Italia,Málaga
CL00464,cliente00464@bancofaro.es,Marta Díaz,España,Alicante
CL00465,cliente00465@bancofaro.es,Jorge Ruiz,Francia,Zaragoza
CL00466,cliente00466@bancofaro.es,Nuria Díaz,España,Alicante
CL00467,cliente00467@bancofaro.es,Laura Navarro,España,Alicante
CL00468,cliente00468@bancofaro.es,Lucía Navarro,España,Barcelona
CL00469,cliente00469@bancofaro.es,Ana Hernández,España,Alicante
CL00470,cliente00470@bancofaro.es,David López,Portugal,Bilbao
CL00471,cliente00471@bancofaro.es,Hugo López,España,Barcelona
CL00472,cliente00472@bancofaro.es,Carla Díaz,España,Madrid
CL00473,cliente00473@bancofaro.es,Elena García,Francia,Alicante
CL00474,cliente00474@bancofaro.es,Laura García,España,Sevilla
CL00475,cliente00475@bancofaro.es,Sergio Romero,Reino Unido,Sevilla
CL00476,cliente00476@bancofaro.es,Sergio Martín,Portugal,Barcelona
CL00477,cliente00477@bancofaro.es,Lucía Navarro,España,Valencia
CL00478,cliente00478@bancofaro.es,Nuria Díaz,España,Sevilla
CL00479,cliente00479@bancofaro.es,Pablo Ruiz,España,Alicante
CL00480,cliente00480@bancofaro.es,Sofía Hernández,España,Barcelona
CL00481,cliente00481@bancofaro.es,Pablo Pérez,España,Madrid
CL00482,cliente00482@bancofaro.es,Nuria Navarro,España,Madrid
CL00483,cliente00483@bancofaro.es,David Martín,España,Barcelona
CL00484,cliente00484@bancofaro.es,Ana Díaz,España,Málaga
CL00485,cliente00485@bancofaro.es,Marta Díaz,España,Málaga
CL00486,cliente00486@bancofaro.es,David Martín,España,Zaragoza
CL00487,cliente00487@bancofaro.es,Lucía Sánchez,España,Sevilla
CL00488,cliente00488@bancofaro.es,Pablo Pérez,España,Bilbao
CL00489,cliente00489@bancofaro.es,Irene Hernández,España,Madrid
CL00490,cliente00490@bancofaro.es,Ana Sánchez,España,Alicante
CL00491,cliente00491@bancofaro.es,Lucía Navarro,España,Valencia
CL00492,cliente00492@bancofaro.es,Marta García,Portugal,Valencia
CL00493,cliente00493@bancofaro.es,Laura Sánchez,España,Zaragoza
CL00494,cliente00494@bancofaro.es,Sofía García,España,Zaragoza
CL00495,cliente00495@bancofaro.es,Irene Sánchez,España,Málaga
CL00496,cliente00496@bancofaro.es,Sofía Martín,España,Madrid
CL00497,cliente00497@bancofaro.es,Lucía Hernández,España,Bilbao
CL00498,cliente00498@bancofaro.es,Pablo Pérez,España,Alicante
CL00499,cliente00499@bancofaro.es,Mario Martín,España,Valencia
CL00500,cliente00500@bancofaro.es,Sergio Sánchez,Francia,Bilbao
CL00501,cliente00501@bancofaro.es,Mario Romero,España,Bilbao
CL00502,cliente00502@bancofaro.es,Sofía Sánchez,España,Alicante
CL00503,cliente00503@bancofaro.es,David Díaz,Italia,Zaragoza
CL00504,cliente00504@bancofaro.es,Nuria Sánchez,España,Bilbao
CL00505,cliente00505@bancofaro.es,Hugo Romero,España,Málaga
CL00506,cliente00506@bancofaro.es,Mario Sánchez,España,Zaragoza
CL00507,cliente00507@bancofaro.es,Ana Martín,España,Bilbao
CL00508,cliente00508@bancofaro.es,Carla López,España,Barcelona
CL00509,cliente00509@bancofaro.es,Nuria Pérez,España,Alicante
CL00510,cliente00510@bancofaro.es,Bruno Sánchez,Portugal,Barcelona
CL00511,cliente00511@bancofaro.es,Lucía Ruiz,España,Madrid
CL00512,cliente00512@bancofaro.es,Ana Díaz,España,Zaragoza
CL00513,cliente00513@bancofaro.es,Sofía López,España,Valencia
CL00514,cliente00514@bancofaro.es,Sofía Pérez,España,Málaga
CL00515,cliente00515@bancofaro.es,Carla Sánchez,España,Sevilla
CL00516,cliente00516@bancofaro.es,Lucía García,España,Alicante
CL00517,cliente00517@bancofaro.es,Ana Ruiz,España,Sevilla
CL00518,cliente00518@bancofaro.es,Irene Martín,España,Málaga
CL00519,cliente00519@bancofaro.es,Mario Sánchez,España,Málaga
CL00520,cliente00520@bancofaro.es,Carla García,España,Valencia
CL00521,cliente00521@bancofaro.es,Carla García,España,Zaragoza
CL00522,cliente00522@bancofaro.es,Bruno Hernández,España,Bilbao
CL00523,cliente00523@bancofaro.es,Bruno García,España,Sevilla
CL00524,cliente00524@bancofaro.es,Sergio Navarro,Alemania,Valencia
CL00525,cliente00525@bancofaro.es,Mario Hernández,España,Zaragoza
CL00526,cliente00526@bancofaro.es,Lucía Martín,España,Alicante
CL00527,cliente00527@bancofaro.es,Laura Sánchez,Francia,Alicante
CL00528,cliente00528@bancofaro.es,Mario Pérez,España,Madrid
CL00529,cliente00529@bancofaro.es,Sofía Navarro,Portugal,Barcelona
CL00530,cliente00530@bancofaro.es,Jorge Ruiz,España,Málaga
CL00531,cliente00531@bancofaro.es,Elena Hernández,España,Bilbao
CL00532,cliente00532@bancofaro.es,Lucía Navarro,España,Alicante
CL00533,cliente00533@bancofaro.es,Elena Díaz,España,Sevilla
CL00534,cliente00534@bancofaro.es,Pablo Martín,España,Valencia
CL00535,cliente00535@bancofaro.es,Ana Romero,España,Málaga
CL00536,cliente00536@bancofaro.es,Irene Martín,España,Málaga
CL00537,cliente00537@bancofaro.es,Hugo Romero,Reino Unido,Sevilla
CL00538,cliente00538@bancofaro.es,Pablo Sánchez,España,Barcelona
CL00539,cliente00539@bancofaro.es,Bruno Navarro,España,Sevilla
CL00540,cliente00540@bancofaro.es,Ana Romero,España,Barcelona
CL00541,cliente00541@bancofaro.es,Elena Hernández,España,Valencia
CL00542,cliente00542@bancofaro.es,Sofía Navarro,España,Bilbao
CL00543,cliente00543@bancofaro.es,Pablo Pérez,España,Alicante
CL00544,cliente00544@bancofaro.es,Elena Navarro,España,Sevilla
CL00545,cliente00545@bancofaro.es,Carla Ruiz,España,Alicante
CL00546,cliente00546@bancofaro.es,Marta López,España,Sevilla
CL00547,cliente00547@bancofaro.es,Mario Ruiz,España,Alicante
CL00548,cliente00548@bancofaro.es,Hugo Romero,España,Valencia
CL00549,cliente00549@bancofaro.es,Bruno Martín,España,Zaragoza
CL00550,cliente00550@bancofaro.es,Lucía Ruiz,España,Barcelona
CL00551,cliente00551@bancofaro.es,Lucía Pérez,España,Málaga
CL00552,cliente00552@bancofaro.es,Sergio Ruiz,Italia,Alicante
CL00553,cliente00553@bancofaro.es,Carla García,Alemania,Valencia
CL00554,cliente00554@bancofaro.es,Nuria Sánchez,España,Málaga
CL00555,cliente00555@bancofaro.es,Pablo Martín,España,Barcelona
CL00556,cliente00556@bancofaro.es,Sofía Ruiz,España,Madrid
CL00557,cliente00557@bancofaro.es,Bruno Romero,Francia,Barcelona
CL00558,cliente00558@bancofaro.es,Carla García,España,Valencia
CL00559,cliente00559@bancofaro.es,Irene Pérez,España,Madrid
CL00560,cliente00560@bancofaro.es,Ana Martín,España,Madrid
CL00561,cliente00561@bancofaro.es,Nuria Sánchez,Francia,Málaga
CL00562,cliente00562@bancofaro.es,Hugo Romero,Francia,Bilbao
CL00563,cliente00563@bancofaro.es,Pablo Navarro,España,Sevilla
CL00564,cliente00564@bancofaro.es,Hugo Díaz,España,Barcelona
CL00565,cliente00565@bancofaro.es,Carla Navarro,España,Bilbao
CL00566,cliente00566@bancofaro.es,Jorge Díaz,España,Zaragoza
CL00567,cliente00567@bancofaro.es,Nuria Martín,Italia,Valencia
CL00568,cliente00568@bancofaro.es,Irene Díaz,España,Bilbao
CL00569,cliente00569@bancofaro.es,Bruno Ruiz,Alemania,Alicante
CL00570,cliente00570@bancofaro.es,Elena Ruiz,España,Sevilla
CL00571,cliente00571@bancofaro.es,Sofía Pérez,España,Madrid
CL00572,cliente00572@bancofaro.es,Sergio Navarro,España,Bilbao
CL00573,cliente00573@bancofaro.es,Marta Pérez,Alemania,Bilbao
CL00574,cliente00574@bancofaro.es,Bruno Sánchez,España,Madrid
CL00575,cliente00575@bancofaro.es,Hugo Pérez,España,Sevilla
CL00576,cliente00576@bancofaro.es,Carla Martín,España,Madrid
CL00577,cliente00577@bancofaro.es,Sofía Díaz,España,Sevilla
CL00578,cliente00578@bancofaro.es,Carla García,España,Málaga
CL00579,cliente00579@bancofaro.es,Sofía Martín,Reino Unido,Zaragoza
CL00580,cliente00580@bancofaro.es,Mario López,España,Sevilla
CL00581,cliente00581@bancofaro.es,Marta Ruiz,España,Bilbao
CL00582,cliente00582@bancofaro.es,Laura Romero,España,Alicante
CL00583,cliente00583@bancofaro.es,Sergio Pérez,Francia,Barcelona
CL00584,cliente00584@bancofaro.es,Sofía Hernández,España,Alicante
CL00585,cliente00585@bancofaro.es,Bruno Martín,España,Málaga
CL00586,cliente00586@bancofaro.es,Ana López,España,Bilbao
CL00587,cliente00587@bancofaro.es,Hugo Hernández,España,Barcelona
CL00588,cliente00588@bancofaro.es,Pablo Díaz,España,Valencia
CL00589,cliente00589@bancofaro.es,Lucía Martín,Italia,Zaragoza
CL00590,cliente00590@bancofaro.es,Carla Romero,Alemania,Sevilla
CL00591,cliente00591@bancofaro.es,Nuria Navarro,España,Madrid
CL00592,cliente00592@bancofaro.es,Sofía Pérez,España,Valencia
CL00593,cliente00593@bancofaro.es,Sergio Ruiz,España,Madrid
CL00594,cliente00594@bancofaro.es,Pablo García,España,Alicante
CL00595,cliente00595@bancofaro.es,Mario Navarro,España,Bilbao
CL00596,cliente00596@bancofaro.es,Mario Navarro,España,Barcelona
CL00597,cliente00597@bancofaro.es,Hugo Díaz,España,Alicante
CL00598,cliente00598@bancofaro.es,Nuria Díaz,España,Alicante
CL00599,cliente00599@bancofaro.es,Laura Hernández,Italia,Valencia
CL00600,cliente00600@bancofaro.es,David Díaz,España,Madrid
CL00601,cliente00601@bancofaro.es,Carla Romero,España,Bilbao
CL00602,cliente00602@bancofaro.es,Ana López,Italia,Alicante
CL00603,cliente00603@bancofaro.es,Bruno Díaz,España,Alicante
CL00604,cliente00604@bancofaro.es,Lucía Díaz,España,Madrid
CL00605,cliente00605@bancofaro.es,Marta Sánchez,España,Barcelona
CL00606,cliente00606@bancofaro.es,Mario Navarro,España,Málaga
CL00607,cliente00607@bancofaro.es,Elena Romero,Francia,Málaga
CL00608,cliente00608@bancofaro.es,Carla Navarro,España,Sevilla
CL00609,cliente00609@bancofaro.es,Jorge Ruiz,Italia,Málaga
CL00610,cliente00610@bancofaro.es,Pablo Martín,España,Madrid
CL00611,cliente00611@bancofaro.es,Carla Pérez,España,Sevilla
CL00612,cliente00612@bancofaro.es,Carla Díaz,Portugal,Barcelona
CL00613,cliente00613@bancofaro.es,Carla López,España,Barcelona
CL00614,cliente00614@bancofaro.es,Marta Ruiz,España,Valencia
CL00615,cliente00615@bancofaro.es,Pablo Pérez,España,Málaga
CL00616,cliente00616@bancofaro.es,Lucía Martín,España,Alicante
CL00617,cliente00617@bancofaro.es,Lucía Romero,España,Valencia
CL00618,cliente00618@bancofaro.es,Pablo Sánchez,Alemania,Alicante
CL00619,cliente00619@bancofaro.es,Carla Navarro,España,Madrid
CL00620,cliente00620@bancofaro.es,Elena Romero,España,Barcelona
CL00621,cliente00621@bancofaro.es,Carla Martín,España,Madrid
CL00622,cliente00622@bancofaro.es,Nuria Sánchez,España,Barcelona
CL00623,cliente00623@bancofaro.es,Lucía Martín,España,Madrid
CL00624,cliente00624@bancofaro.es,Ana Romero,España,Zaragoza
CL00625,cliente00625@bancofaro.es,Sofía Sánchez,España,Sevilla
CL00626,cliente00626@bancofaro.es,Laura Hernández,España,Alicante
CL00627,cliente00627@bancofaro.es,Sofía Hernández,España,Valencia
CL00628,cliente00628@bancofaro.es,Carla Sánchez,España,Sevilla
CL00629,cliente00629@bancofaro.es,Ana Pérez,España,Barcelona
CL00630,cliente00630@bancofaro.es,Mario Romero,España,Zaragoza
CL00631,cliente00631@bancofaro.es,Nuria García,España,Sevilla
CL00632,cliente00632@bancofaro.es,Jorge López,España,Madrid
CL00633,cliente00633@bancofaro.es,Jorge Hernández,España,Alicante
CL00634,cliente00634@bancofaro.es,Hugo Sánchez,Portugal,Málaga
CL00635,cliente00635@bancofaro.es,Bruno Sánchez,Alemania,Zaragoza
CL00636,cliente00636@bancofaro.es,Sergio Hernández,España,Barcelona
CL00637,cliente00637@bancofaro.es,Laura Sánchez,España,Alicante
CL00638,cliente00638@bancofaro.es,Irene Navarro,Francia,Bilbao
CL00639,cliente00639@bancofaro.es,Ana García,España,Sevilla
CL00640,cliente00640@bancofaro.es,Carla Navarro,Alemania,Barcelona
CL00641,cliente00641@bancofaro.es,Laura Díaz,España,Zaragoza
CL00642,cliente00642@bancofaro.es,Mario Díaz,España,Sevilla
CL00643,cliente00643@bancofaro.es,Mario López,Portugal,Valencia
CL00644,cliente00644@bancofaro.es,Lucía García,Francia,Zaragoza
CL00645,cliente00645@bancofaro.es,Marta Pérez,España,Málaga
CL00646,cliente00646@bancofaro.es,Pablo Hernández,España,Bilbao
CL00647,cliente00647@bancofaro.es,Laura Martín,Alemania,Zaragoza
CL00648,cliente00648@bancofaro.es,Nuria García,España,Bilbao
CL00649,cliente00649@bancofaro.es,Jorge Pérez,España,Barcelona
CL00650,cliente00650@bancofaro.es,Sofía Ruiz,España,Málaga
CL00651,cliente00651@bancofaro.es,Mario Romero,Francia,Madrid
CL00652,cliente00652@bancofaro.es,Lucía López,España,Bilbao
CL00653,cliente00653@bancofaro.es,Nuria López,España,Alicante
CL00654,cliente00654@bancofaro.es,Jorge Romero,España,Sevilla
CL00655,cliente00655@bancofaro.es,Lucía Sánchez,España,Valencia
CL00656,cliente00656@bancofaro.es,Sergio Pérez,Portugal,Madrid
CL00657,cliente00657@bancofaro.es,Bruno Sánchez,España,Barcelona
CL00658,cliente00658@bancofaro.es,Lucía Díaz,España,Málaga
CL00659,cliente00659@bancofaro.es,Ana García,España,Zaragoza
CL00660,cliente00660@bancofaro.es,Laura Romero,Francia,Madrid
CL00661,cliente00661@bancofaro.es,Mario Pérez,España,Barcelona
CL00662,cliente00662@bancofaro.es,Carla Romero,España,Valencia
CL00663,cliente00663@bancofaro.es,Sofía Sánchez,España,Alicante
CL00664,cliente00664@bancofaro.es,Pablo Díaz,España,Valencia
CL00665,cliente00665@bancofaro.es,Marta Díaz,España,Sevilla
CL00666,cliente00666@bancofaro.es,Bruno Díaz,España,Sevilla
CL00667,cliente00667@bancofaro.es,Jorge Navarro,España,Sevilla
CL00668,cliente00668@bancofaro.es,Sofía Pérez,Francia,Barcelona
CL00669,cliente00669@bancofaro.es,Jorge Díaz,España,Bilbao
CL00670,cliente00670@bancofaro.es,Mario López,España,Bilbao
CL00671,cliente00671@bancofaro.es,Carla Díaz,España,Barcelona
CL00672,cliente00672@bancofaro.es,David Pérez,España,Zaragoza
CL00673,cliente00673@bancofaro.es,Jorge García,España,Alicante
CL00674,cliente00674@bancofaro.es,Elena López,España,Madrid
CL00675,cliente00675@bancofaro.es,Laura Navarro,España,Bilbao
CL00676,cliente00676@bancofaro.es,Jorge Pérez,Alemania,Valencia
CL00677,cliente00677@bancofaro.es,David Pérez,Italia,Zaragoza
CL00678,cliente00678@bancofaro.es,Jorge Ruiz,España,Málaga
CL00679,cliente00679@bancofaro.es,Sergio López,España,Zaragoza
CL00680,cliente00680@bancofaro.es,Bruno Martín,España,Zaragoza
CL00681,cliente00681@bancofaro.es,Nuria Martín,Francia,Barcelona
CL00682,cliente00682@bancofaro.es,Mario Navarro,España,Málaga
CL00683,cliente00683@bancofaro.es,David Martín,España,Alicante
CL00684,cliente00684@bancofaro.es,Elena García,España,Valencia
CL00685,cliente00685@bancofaro.es,Pablo Martín,España,Valencia
CL00686,cliente00686@bancofaro.es,Elena Pérez,España,Málaga
CL00687,cliente00687@bancofaro.es,Carla Navarro,España,Valencia
CL00688,cliente00688@bancofaro.es,Sergio García,Italia,Barcelona
CL00689,cliente00689@bancofaro.es,Elena Ruiz,España,Zaragoza
CL00690,cliente00690@bancofaro.es,Sofía López,España,Barcelona
CL00691,cliente00691@bancofaro.es,Ana Romero,Italia,Barcelona
CL00692,cliente00692@bancofaro.es,Carla Romero,Italia,Zaragoza
CL00693,cliente00693@bancofaro.es,Bruno Hernández,España,Málaga
CL00694,cliente00694@bancofaro.es,Ana Díaz,España,Sevilla
CL00695,cliente00695@bancofaro.es,Marta Hernández,Reino Unido,Bilbao
CL00696,cliente00696@bancofaro.es,Bruno García,España,Barcelona
CL00697,cliente00697@bancofaro.es,Bruno Romero,España,Sevilla
CL00698,cliente00698@bancofaro.es,Bruno Sánchez,Alemania,Barcelona
CL00699,cliente00699@bancofaro.es,Sergio García,España,Zaragoza
CL00700,cliente00700@bancofaro.es,Mario Sánchez,España,Zaragoza
CL00701,cliente00701@bancofaro.es,Lucía Sánchez,España,Zaragoza
CL00702,cliente00702@bancofaro.es,Mario López,España,Bilbao
CL00703,cliente00703@bancofaro.es,Irene López,España,Bilbao
CL00704,cliente00704@bancofaro.es,Irene Navarro,España,Madrid
CL00705,cliente00705@bancofaro.es,Jorge Navarro,España,Alicante
CL00706,cliente00706@bancofaro.es,Bruno Martín,Alemania,Valencia
CL00707,cliente00707@bancofaro.es,Carla Pérez,España,Barcelona
CL00708,cliente00708@bancofaro.es,Sofía Ruiz,España,Barcelona
CL00709,cliente00709@bancofaro.es,Lucía Romero,España,Bilbao
CL00710,cliente00710@bancofaro.es,Marta Díaz,España,Valencia
CL00711,cliente00711@bancofaro.es,Ana Pérez,España,Madrid
CL00712,cliente00712@bancofaro.es,Lucía Martín,España,Málaga
CL00713,cliente00713@bancofaro.es,Pablo Hernández,España,Valencia
CL00714,cliente00714@bancofaro.es,Ana Sánchez,España,Málaga
CL00715,cliente00715@bancofaro.es,Marta Hernández,Alemania,Sevilla
CL00716,cliente00716@bancofaro.es,Marta Martín,España,Barcelona
CL00717,cliente00717@bancofaro.es,Laura Martín,España,Sevilla
CL00718,cliente00718@bancofaro.es,Ana Sánchez,Francia,Málaga
CL00719,cliente00719@bancofaro.es,Bruno Ruiz,España,Málaga
CL00720,cliente00720@bancofaro.es,Sergio Ruiz,España,Sevilla
CL00721,cliente00721@bancofaro.es,Sofía López,España,Valencia
CL00722,cliente00722@bancofaro.es,Nuria Romero,Portugal,Alicante
CL00723,cliente00723@bancofaro.es,Laura Díaz,España,Sevilla
CL00724,cliente00724@bancofaro.es,Ana Romero,Alemania,Valencia
CL00725,cliente00725@bancofaro.es,Sofía López,España,Sevilla
CL00726,cliente00726@bancofaro.es,Jorge Ruiz,España,Zaragoza
CL00727,cliente00727@bancofaro.es,Nuria García,España,Málaga
CL00728,cliente00728@bancofaro.es,Bruno Díaz,España,Madrid
CL00729,cliente00729@bancofaro.es,Marta López,Francia,Madrid
CL00730,cliente00730@bancofaro.es,Hugo Navarro,España,Sevilla
CL00731,cliente00731@bancofaro.es,Nuria Navarro,Portugal,Málaga
CL00732,cliente00732@bancofaro.es,Sergio López,España,Barcelona
CL00733,cliente00733@bancofaro.es,Elena Hernández,España,Valencia
CL00734,cliente00734@bancofaro.es,Marta Navarro,Italia,Barcelona
CL00735,cliente00735@bancofaro.es,Mario Pérez,Francia,Madrid
CL00736,cliente00736@bancofaro.es,David Pérez,Portugal,Barcelona
CL00737,cliente00737@bancofaro.es,Elena López,Reino Unido,Alicante
CL00738,cliente00738@bancofaro.es,Elena Romero,España,Sevilla
CL00739,cliente00739@bancofaro.es,Nuria Romero,España,Sevilla
CL00740,cliente00740@bancofaro.es,Lucía Martín,España,Sevilla
CL00741,cliente00741@bancofaro.es,David Hernández,España,Madrid
CL00742,cliente00742@bancofaro.es,Jorge Díaz,España,Sevilla
CL00743,cliente00743@bancofaro.es,Sergio Díaz,España,Alicante
CL00744,cliente00744@bancofaro.es,Sofía Ruiz,España,Barcelona
CL00745,cliente00745@bancofaro.es,David Navarro,España,Málaga
CL00746,cliente00746@bancofaro.es,Hugo Díaz,España,Sevilla
CL00747,cliente00747@bancofaro.es,Laura Díaz,España,Alicante
CL00748,cliente00748@bancofaro.es,Sergio Romero,España,Madrid
CL00749,cliente00749@bancofaro.es,Mario Sánchez,España,Alicante
CL00750,cliente00750@bancofaro.es,Lucía Romero,España,Málaga
CL00751,cliente00751@bancofaro.es,David Navarro,España,Zaragoza
CL00752,cliente00752@bancofaro.es,Irene Díaz,España,Málaga
CL00753,cliente00753@bancofaro.es,Mario Romero,España,Bilbao
CL00754,cliente00754@bancofaro.es,Mario Romero,Italia,Zaragoza
CL00755,cliente00755@bancofaro.es,Lucía Díaz,España,Valencia
CL00756,cliente00756@bancofaro.es,Bruno Romero,España,Málaga
CL00757,cliente00757@bancofaro.es,Jorge Pérez,Reino Unido,Barcelona
CL00758,cliente00758@bancofaro.es,Nuria Hernández,España,Valencia
CL00759,cliente00759@bancofaro.es,Marta Pérez,España,Zaragoza
CL00760,cliente00760@bancofaro.es,Nuria Hernández,España,Alicante
CL00761,cliente00761@bancofaro.es,Elena Ruiz,España,Madrid
CL00762,cliente00762@bancofaro.es,Hugo Díaz,España,Zaragoza
CL00763,cliente00763@bancofaro.es,Carla Romero,España,Madrid
CL00764,cliente00764@bancofaro.es,Laura Pérez,España,Bilbao
CL00765,cliente00765@bancofaro.es,Sergio García,España,Alicante
CL00766,cliente00766@bancofaro.es,Lucía Pérez,España,Barcelona
CL00767,cliente00767@bancofaro.es,Ana Martín,España,Barcelona
CL00768,cliente00768@bancofaro.es,Bruno Díaz,España,Alicante
CL00769,cliente00769@bancofaro.es,Hugo Navarro,España,Bilbao
CL00770,cliente00770@bancofaro.es,Elena Ruiz,España,Sevilla
CL00771,cliente00771@bancofaro.es,Nuria Ruiz,España,Sevilla
CL00772,cliente00772@bancofaro.es,Marta Pérez,España,Bilbao
CL00773,cliente00773@bancofaro.es,Irene López,España,Málaga
CL00774,cliente00774@bancofaro.es,Nuria Pérez,España,Zaragoza
CL00775,cliente00775@bancofaro.es,Marta Díaz,España,Valencia
CL00776,cliente00776@bancofaro.es,Hugo Sánchez,España,Alicante
CL00777,cliente00777@bancofaro.es,Lucía Díaz,España,Madrid
CL00778,cliente00778@bancofaro.es,Pablo García,España,Alicante
CL00779,cliente00779@bancofaro.es,Nuria Sánchez,España,Zaragoza
CL00780,cliente00780@bancofaro.es,Hugo Martín,España,Bilbao
CL00781,cliente00781@bancofaro.es,Hugo Martín,Italia,Madrid
CL00782,cliente00782@bancofaro.es,Sofía Díaz,España,Zaragoza
CL00783,cliente00783@bancofaro.es,Hugo Pérez,España,Bilbao
CL00784,cliente00784@bancofaro.es,Sergio Pérez,España,Madrid
CL00785,cliente00785@bancofaro.es,Bruno Ruiz,España,Zaragoza
CL00786,cliente00786@bancofaro.es,Marta Pérez,Francia,Sevilla
CL00787,cliente00787@bancofaro.es,Lucía Pérez,España,Sevilla
CL00788,cliente00788@bancofaro.es,Sofía Romero,España,Sevilla
CL00789,cliente00789@bancofaro.es,Elena García,España,Valencia
CL00790,cliente00790@bancofaro.es,Hugo López,España,Zaragoza
CL00791,cliente00791@bancofaro.es,Mario Díaz,Portugal,Bilbao
CL00792,cliente00792@bancofaro.es,Bruno Hernández,España,Sevilla
CL00793,cliente00793@bancofaro.es,Nuria Sánchez,España,Zaragoza
CL00794,cliente00794@bancofaro.es,Hugo López,Francia,Málaga
CL00795,cliente00795@bancofaro.es,Bruno Ruiz,Italia,Barcelona
