PedidoID,FechaPedido,Canal,Tienda,ClienteEmail,ClienteNombre,CiudadEnvio,MetodoPago,EstadoPedido
1000851,2023-05-28,Online,-,cliente0311@nordco.es,Bruno Romero,Bilbao,Tarjeta,Entregado
1000852,2023-05-29,Fisico,Diagonal,cliente0354@nordco.es,Hugo Díaz,Barcelona,Tarjeta,Entregado
1000853,2023-05-29,Fisico,Triana,cliente0141@nordco.es,Pablo Romero,Sevilla,Tarjeta,Entregado
1000854,2023-05-29,Online,-,cliente0277@nordco.es,Ana Hernández,Barcelona,Tarjeta,Entregado
1000855,2023-05-29,Online,-,cliente0129@nordco.es,Elena Pérez,Zaragoza,Tarjeta,Entregado
1000856,2023-05-29,Fisico,Diagonal,cliente0358@nordco.es,Sara Romero,Barcelona,Tarjeta,Entregado
1000857,2023-05-29,Online,-,cliente0039@nordco.es,Claudia Martín,Alicante,PayPal,Entregado
1000858,2023-05-29,Online,-,cliente0115@nordco.es,David López,Sevilla,Tarjeta,Entregado
1000859,2023-05-29,Online,-,cliente0381@nordco.es,Lucía Romero,Bilbao,Tarjeta,Entregado
1000860,2023-05-30,Fisico,Colón,cliente0360@nordco.es,Sara Martín,Valencia,Google Pay,Entregado
1000861,2023-05-30,Fisico,Diagonal,cliente0106@nordco.es,Nuria Navarro,Barcelona,Tarjeta,Entregado
1000862,2023-05-30,Online,-,cliente0235@nordco.es,Sofía Hernández,Madrid,ContraReembolso,Entregado
1000863,2023-05-30,Fisico,Colón,cliente0191@nordco.es,Sofía Pérez,Valencia,Tarjeta,Entregado
1000864,2023-05-30,Fisico,Colón,cliente0341@nordco.es,Sara Ruiz,Valencia,Tarjeta,Devuelto
1000865,2023-05-30,Online,-,cliente0182@nordco.es,David Romero,Alicante,Tarjeta,Entregado
1000866,2023-05-31,Online,-,cliente0424@nordco.es,Elena Ruiz,Zaragoza,Tarjeta,Entregado
1000867,2023-05-31,Online,-,cliente0271@nordco.es,Claudia Sánchez,Alicante,PayPal,Entregado
1000868,2023-05-31,Online,-,cliente0375@nordco.es,Lucía Navarro,Valencia,Apple Pay,Entregado
1000869,2023-05-31,Online,-,cliente0182@nordco.es,David Romero,Valencia,Apple Pay,Entregado
1000870,2023-05-31,Online,-,cliente0193@nordco.es,Mario Romero,Málaga,Bizum,Entregado
1000871,2023-05-31,Fisico,Sol,cliente0420@nordco.es,Claudia Hernández,Madrid,Tarjeta,Entregado
1000872,2023-05-31,Fisico,Sol,cliente0080@nordco.es,Sofía Hernández,Madrid,Tarjeta,Entregado
1000873,2023-06-01,Online,-,cliente0095@nordco.es,Bruno Hernández,Barcelona,Bizum,Entregado
1000874,2023-06-01,Fisico,Sol,cliente0301@nordco.es,Ana López,Madrid,Tarjeta,Entregado
1000875,2023-06-01,Online,-,cliente0257@nordco.es,Jorge Díaz,Barcelona,Tarjeta,Entregado
1000876,2023-06-01,Fisico,Sol,cliente0039@nordco.es,Claudia Martín,Madrid,Google Pay,Entregado
1000877,2023-06-01,Online,-,cliente0324@nordco.es,Bruno López,Málaga,Tarjeta,Entregado
1000878,2023-06-02,Fisico,Triana,cliente0190@nordco.es,Mario Pérez,Sevilla,PayPal,Entregado
1000879,2023-06-02,Online,-,cliente0215@nordco.es,Mario García,Zaragoza,Tarjeta,Entregado
1000880,2023-06-02,Online,-,cliente0415@nordco.es,Lucía García,Málaga,Tarjeta,Entregado
1000881,2023-06-02,Fisico,Triana,cliente0271@nordco.es,Claudia Sánchez,Sevilla,Tarjeta,Entregado
1000882,2023-06-02,Online,-,cliente0085@nordco.es,Ana García,Sevilla,Tarjeta,Entregado
1000883,2023-06-03,Online,-,cliente0209@nordco.es,Sofía García,Madrid,Apple Pay,Entregado
1000884,2023-06-03,Online,-,cliente0437@nordco.es,David Romero,Barcelona,Tarjeta,Entregado
1000885,2023-06-03,Online,-,cliente0121@nordco.es,Sofía Pérez,Alicante,ContraReembolso,Entregado
1000886,2023-06-03,Online,-,cliente0218@nordco.es,Nuria Pérez,Valencia,Tarjeta,Entregado
1000887,2023-06-03,Fisico,Sol,cliente0365@nordco.es,Mario Díaz,Madrid,PayPal,Entregado
1000888,2023-06-03,Online,-,cliente0359@nordco.es,Lucía Navarro,Zaragoza,Tarjeta,Entregado
1000889,2023-06-03,Fisico,Sol,cliente0179@nordco.es,Sara Martín,Madrid,Bizum,Entregado
1000890,2023-06-03,Online,-,cliente0426@nordco.es,Elena Navarro,Alicante,Tarjeta,Entregado
1000891,2023-06-03,Fisico,Triana,cliente0065@nordco.es,Nuria Hernández,Sevilla,Bizum,Entregado
1000892,2023-06-03,Online,-,cliente0183@nordco.es,Lucía Hernández,Barcelona,Google Pay,Devuelto
1000893,2023-06-03,Online,-,cliente0193@nordco.es,Mario Romero,Alicante,PayPal,Entregado
1000894,2023-06-03,Fisico,Colón,cliente0398@nordco.es,David Sánchez,Valencia,Google Pay,Cancelado
1000895,2023-06-03,Online,-,cliente0184@nordco.es,Claudia López,Madrid,PayPal,Entregado
1000896,2023-06-03,Fisico,Sol,cliente0044@nordco.es,David García,Madrid,Tarjeta,Entregado
1000897,2023-06-03,Online,-,cliente0295@nordco.es,Ana Romero,Barcelona,PayPal,Entregado
1000898,2023-06-03,Online,-,cliente0236@nordco.es,Pablo Pérez,Málaga,Tarjeta,Entregado
1000899,2023-06-04,Online,-,cliente0296@nordco.es,Marta Romero,Madrid,ContraReembolso,Entregado
1000900,2023-06-04,Online,-,cliente0275@nordco.es,Claudia Sánchez,Zaragoza,Tarjeta,Entregado
1000901,2023-06-04,Online,-,cliente0169@nordco.es,Bruno Martín,Zaragoza,Bizum,Entregado
1000902,2023-06-04,Online,-,cliente0213@nordco.es,Hugo Romero,Madrid,Tarjeta,Entregado
1000903,2023-06-04,Online,-,cliente0192@nordco.es,Mario Ruiz,Zaragoza,Apple Pay,Entregado
1000904,2023-06-04,Online,-,cliente0379@nordco.es,Claudia Pérez,Bilbao,Apple Pay,Entregado
1000905,2023-06-04,Fisico,Gran Via,cliente0381@nordco.es,Lucía Romero,Madrid,PayPal,Entregado
1000906,2023-06-04,Fisico,Triana,cliente0065@nordco.es,Nuria Hernández,Sevilla,Tarjeta,Entregado
1000907,2023-06-05,Online,-,cliente0042@nordco.es,Nuria Díaz,Málaga,Tarjeta,Entregado
1000908,2023-06-05,Online,-,cliente0123@nordco.es,Elena López,Málaga,Tarjeta,Entregado
1000909,2023-06-05,Online,-,cliente0292@nordco.es,Bruno Ruiz,Bilbao,PayPal,Entregado
1000910,2023-06-05,Online,-,cliente0375@nordco.es,Lucía Navarro,Alicante,Google Pay,Entregado
1000911,2023-06-06,Online,-,cliente0132@nordco.es,Hugo Martín,Málaga,Google Pay,Devuelto
1000912,2023-06-06,Online,-,cliente0082@nordco.es,Marta López,Barcelona,Bizum,Entregado
1000913,2023-06-06,Fisico,Gran Via,cliente0305@nordco.es,Bruno Díaz,Madrid,Bizum,Entregado
1000914,2023-06-06,Fisico,Sol,cliente0110@nordco.es,Jorge Hernández,Madrid,Tarjeta,Entregado
1000915,2023-06-06,Fisico,Sol,cliente0054@nordco.es,Marta Ruiz,Madrid,PayPal,Entregado
1000916,2023-06-06,Online,-,cliente0308@nordco.es,Mario Martín,Zaragoza,Tarjeta,Devuelto
1000917,2023-06-06,Online,-,cliente0271@nordco.es,Claudia Sánchez,Málaga,Tarjeta,Entregado
1000918,2023-06-06,Online,-,cliente0058@nordco.es,Nuria Díaz,Sevilla,Apple Pay,Entregado
1000919,2023-06-06,Fisico,Gran Via,cliente0033@nordco.es,Jorge Sánchez,Madrid,PayPal,Entregado
1000920,2023-06-06,Fisico,Colón,cliente0043@nordco.es,Nuria Pérez,Valencia,PayPal,Devuelto
1000921,2023-06-07,Fisico,Triana,cliente0391@nordco.es,Nuria Navarro,Sevilla,PayPal,Entregado
1000922,2023-06-07,Online,-,cliente0267@nordco.es,Nuria Navarro,Sevilla,PayPal,Entregado
1000923,2023-06-07,Online,-,cliente0009@nordco.es,Sara Navarro,Bilbao,Apple Pay,Entregado
1000924,2023-06-07,Fisico,Diagonal,cliente0444@nordco.es,Jorge García,Barcelona,Tarjeta,Entregado
1000925,2023-06-07,Fisico,Triana,cliente0246@nordco.es,Bruno Hernández,Sevilla,Google Pay,Entregado
1000926,2023-06-07,Online,-,cliente0315@nordco.es,Hugo Pérez,Málaga,Google Pay,Entregado
1000927,2023-06-08,Online,-,cliente0164@nordco.es,Ana Díaz,Madrid,Tarjeta,Entregado
1000928,2023-06-08,Online,-,cliente0379@nordco.es,Claudia Pérez,Zaragoza,Tarjeta,Entregado
1000929,2023-06-08,Online,-,cliente0417@nordco.es,Sara Navarro,Valencia,Tarjeta,Entregado
1000930,2023-06-08,Online,-,cliente0270@nordco.es,Nuria Hernández,Bilbao,PayPal,Entregado
1000931,2023-06-08,Online,-,cliente0389@nordco.es,Mario Martín,Madrid,Tarjeta,Entregado
1000932,2023-06-08,Fisico,Triana,cliente0157@nordco.es,Marta Romero,Sevilla,Tarjeta,Entregado
1000933,2023-06-08,Online,-,cliente0101@nordco.es,Mario Hernández,Málaga,Tarjeta,Entregado
1000934,2023-06-08,Fisico,Diagonal,cliente0336@nordco.es,Marta Díaz,Barcelona,Tarjeta,Entregado
1000935,2023-06-08,Fisico,Gran Via,cliente0407@nordco.es,Mario López,Madrid,Google Pay,Entregado
1000936,2023-06-08,Fisico,Sol,cliente0063@nordco.es,Lucía Martín,Madrid,Tarjeta,Devuelto
1000937,2023-06-09,Fisico,Colón,cliente0134@nordco.es,David Martín,Valencia,Google Pay,Entregado
1000938,2023-06-09,Online,-,cliente0153@nordco.es,Lucía Martín,Bilbao,Tarjeta,Entregado
1000939,2023-06-09,Online,-,cliente0029@nordco.es,Nuria Ruiz,Sevilla,Tarjeta,Entregado
1000940,2023-06-09,Online,-,cliente0130@nordco.es,Mario Navarro,Alicante,PayPal,Entregado
1000941,2023-06-10,Online,-,cliente0150@nordco.es,Ana Pérez,Bilbao,Tarjeta,Entregado
1000942,2023-06-10,Online,-,cliente0368@nordco.es,Nuria Ruiz,Zaragoza,PayPal,Entregado
1000943,2023-06-10,Fisico,Gran Via,cliente0106@nordco.es,Nuria Navarro,Madrid,Tarjeta,Entregado
1000944,2023-06-10,Fisico,Colón,cliente0021@nordco.es,Claudia Navarro,Valencia,Google Pay,Entregado
1000945,2023-06-10,Fisico,Colón,cliente0025@nordco.es,Mario Sánchez,Valencia,Tarjeta,Entregado
1000946,2023-06-11,Online,-,cliente0312@nordco.es,Sara Ruiz,Bilbao,PayPal,Entregado
1000947,2023-06-11,Fisico,Colón,cliente0379@nordco.es,Claudia Pérez,Valencia,Apple Pay,Entregado
1000948,2023-06-11,Online,-,cliente0292@nordco.es,Bruno Ruiz,Madrid,Bizum,Entregado
1000949,2023-06-11,Fisico,Sol,cliente0085@nordco.es,Ana García,Madrid,Tarjeta,Entregado
1000950,2023-06-11,Online,-,cliente0093@nordco.es,Ana Díaz,Sevilla,Tarjeta,Entregado
1000951,2023-06-11,Online,-,cliente0435@nordco.es,Sara Ruiz,Alicante,Bizum,Entregado
1000952,2023-06-11,Fisico,Gran Via,cliente0395@nordco.es,Nuria Navarro,Madrid,ContraReembolso,Entregado
1000953,2023-06-12,Fisico,Diagonal,cliente0379@nordco.es,Claudia Pérez,Barcelona,Apple Pay,Entregado
1000954,2023-06-12,Online,-,cliente0268@nordco.es,Jorge Romero,Sevilla,Tarjeta,Entregado
1000955,2023-06-12,Online,-,cliente0243@nordco.es,Bruno Ruiz,Bilbao,Tarjeta,Entregado
1000956,2023-06-12,Fisico,Triana,cliente0289@nordco.es,Bruno Ruiz,Sevilla,Tarjeta,Cancelado
1000957,2023-06-12,Fisico,Sol,cliente0159@nordco.es,Sofía García,Madrid,Google Pay,Entregado
1000958,2023-06-12,Online,-,cliente0104@nordco.es,Ana Martín,Bilbao,Bizum,Entregado
1000959,2023-06-12,Online,-,cliente0316@nordco.es,Sofía Pérez,Bilbao,Tarjeta,Entregado
1000960,2023-06-12,Fisico,Sol,cliente0094@nordco.es,Lucía Díaz,Madrid,Bizum,Entregado
1000961,2023-06-12,Online,-,cliente0022@nordco.es,Elena Navarro,Málaga,Tarjeta,Entregado
1000962,2023-06-13,Online,-,cliente0222@nordco.es,Elena Ruiz,Málaga,Google Pay,Entregado
1000963,2023-06-13,Online,-,cliente0371@nordco.es,Hugo Díaz,Bilbao,Tarjeta,Entregado
1000964,2023-06-13,Online,-,cliente0160@nordco.es,Elena Díaz,Zaragoza,PayPal,Entregado
1000965,2023-06-13,Online,-,cliente0394@nordco.es,David Martín,Madrid,PayPal,Entregado
1000966,2023-06-13,Online,-,cliente0188@nordco.es,Ana López,Madrid,Google Pay,Entregado
1000967,2023-06-14,Fisico,Sol,cliente0116@nordco.es,David Martín,Madrid,Google Pay,Entregado
1000968,2023-06-14,Online,-,cliente0197@nordco.es,Pablo Martín,Barcelona,Google Pay,Entregado
1000969,2023-06-14,Fisico,Gran Via,cliente0352@nordco.es,Marta Romero,Madrid,Tarjeta,Entregado
1000970,2023-06-14,Online,-,cliente0170@nordco.es,Pablo Pérez,Bilbao,Tarjeta,Entregado
1000971,2023-06-14,Fisico,Colón,cliente0328@nordco.es,Sara Pérez,Valencia,Tarjeta,Entregado
1000972,2023-06-14,Fisico,Gran Via,cliente0006@nordco.es,Hugo Ruiz,Madrid,PayPal,Entregado
1000973,2023-06-14,Online,-,cliente0433@nordco.es,Lucía López,Valencia,PayPal,Devuelto
1000974,2023-06-14,Online,-,cliente0401@nordco.es,Mario Sánchez,Málaga,Tarjeta,Entregado
1000975,2023-06-15,Online,-,cliente0214@nordco.es,Sofía Romero,Málaga,Tarjeta,Entregado
1000976,2023-06-15,Online,-,cliente0351@nordco.es,Bruno Díaz,Málaga,Tarjeta,Entregado
1000977,2023-06-15,Online,-,cliente0330@nordco.es,Sofía Díaz,Barcelona,PayPal,Entregado
1000978,2023-06-15,Fisico,Gran Via,cliente0381@nordco.es,Lucía Romero,Madrid,Apple Pay,Entregado
1000979,2023-06-15,Fisico,Gran Via,cliente0281@nordco.es,David Sánchez,Madrid,Tarjeta,Entregado
1000980,2023-06-15,Fisico,Triana,cliente0250@nordco.es,Lucía Hernández,Sevilla,PayPal,Entregado
1000981,2023-06-15,Fisico,Gran Via,cliente0254@nordco.es,Claudia Hernández,Madrid,Tarjeta,Entregado
1000982,2023-06-15,Online,-,cliente0441@nordco.es,Ana Sánchez,Barcelona,Tarjeta,Entregado
1000983,2023-06-15,Online,-,cliente0189@nordco.es,Hugo Martín,Bilbao,Tarjeta,Entregado
1000984,2023-06-16,Online,-,cliente0299@nordco.es,Hugo García,Alicante,Google Pay,Entregado
1000985,2023-06-16,Online,-,cliente0357@nordco.es,Pablo López,Zaragoza,PayPal,Entregado
1000986,2023-06-16,Fisico,Sol,cliente0378@nordco.es,Mario Díaz,Madrid,PayPal,Entregado
1000987,2023-06-16,Fisico,Gran Via,cliente0167@nordco.es,Marta López,Madrid,Bizum,Entregado
1000988,2023-06-16,Fisico,Colón,cliente0353@nordco.es,Jorge Romero,Valencia,Apple Pay,Cancelado
1000989,2023-06-17,Online,-,cliente0165@nordco.es,Ana Hernández,Zaragoza,Tarjeta,Entregado
1000990,2023-06-17,Fisico,Sol,cliente0052@nordco.es,Claudia Martín,Madrid,Apple Pay,Entregado
1000991,2023-06-17,Online,-,cliente0245@nordco.es,Mario Díaz,Zaragoza,ContraReembolso,Entregado
1000992,2023-06-17,Fisico,Diagonal,cliente0066@nordco.es,Mario Hernández,Barcelona,Tarjeta,Entregado
1000993,2023-06-17,Online,-,cliente0237@nordco.es,Hugo García,Bilbao,Apple Pay,Entregado
1000994,2023-06-17,Fisico,Sol,cliente0450@nordco.es,Claudia Pérez,Madrid,Tarjeta,Entregado
1000995,2023-06-17,Fisico,Diagonal,cliente0023@nordco.es,David García,Barcelona,Tarjeta,Entregado
1000996,2023-06-18,Fisico,Colón,cliente0064@nordco.es,Ana López,Valencia,Tarjeta,Entregado
1000997,2023-06-18,Online,-,cliente0405@nordco.es,Hugo García,Málaga,Tarjeta,Entregado
1000998,2023-06-18,Online,-,cliente0034@nordco.es,Claudia Pérez,Málaga,Tarjeta,Entregado
1000999,2023-06-18,Online,-,cliente0052@nordco.es,Claudia Martín,Barcelona,Tarjeta,Devuelto
1001000,2023-06-18,Online,-,cliente0035@nordco.es,David Pérez,Valencia,Tarjeta,Entregado
1001001,2023-06-18,Online,-,cliente0219@nordco.es,Lucía Ruiz,Madrid,Tarjeta,Entregado
1001002,2023-06-19,Fisico,Colón,cliente0246@nordco.es,Bruno Hernández,Valencia,Apple Pay,Entregado
1001003,2023-06-19,Fisico,Triana,cliente0152@nordco.es,Mario Navarro,Sevilla,Tarjeta,Entregado
1001004,2023-06-19,Online,-,cliente0393@nordco.es,Jorge Hernández,Málaga,Tarjeta,Entregado
1001005,2023-06-19,Online,-,cliente0208@nordco.es,Marta Navarro,Madrid,PayPal,Devuelto
1001006,2023-06-19,Fisico,Triana,cliente0253@nordco.es,Sara Ruiz,Sevilla,Tarjeta,Entregado
1001007,2023-06-20,Fisico,Triana,cliente0023@nordco.es,David García,Sevilla,Tarjeta,Entregado
1001008,2023-06-20,Online,-,cliente0376@nordco.es,Nuria Ruiz,Zaragoza,Apple Pay,Entregado
1001009,2023-06-21,Fisico,Sol,cliente0188@nordco.es,Ana López,Madrid,Bizum,Entregado
1001010,2023-06-21,Online,-,cliente0108@nordco.es,Claudia López,Bilbao,Apple Pay,Entregado
1001011,2023-06-21,Online,-,cliente0345@nordco.es,David Hernández,Zaragoza,ContraReembolso,Entregado
1001012,2023-06-21,Fisico,Diagonal,cliente0429@nordco.es,Lucía Hernández,Barcelona,Tarjeta,Cancelado
1001013,2023-06-21,Fisico,Diagonal,cliente0035@nordco.es,David Pérez,Barcelona,ContraReembolso,Devuelto
1001014,2023-06-21,Online,-,cliente0233@nordco.es,Jorge Ruiz,Zaragoza,PayPal,Devuelto
1001015,2023-06-21,Fisico,Sol,cliente0249@nordco.es,Jorge Ruiz,Madrid,Bizum,Entregado
1001016,2023-06-22,Fisico,Gran Via,cliente0398@nordco.es,David Sánchez,Madrid,Apple Pay,Entregado
1001017,2023-06-22,Fisico,Diagonal,cliente0338@nordco.es,Pablo Romero,Barcelona,Apple Pay,Devuelto
1001018,2023-06-22,Online,-,cliente0196@nordco.es,Lucía López,Valencia,PayPal,Entregado
1001019,2023-06-22,Online,-,cliente0373@nordco.es,Sara Hernández,Alicante,Tarjeta,Entregado
1001020,2023-06-22,Fisico,Triana,cliente0264@nordco.es,Lucía García,Sevilla,Google Pay,Entregado
1001021,2023-06-22,Fisico,Gran Via,cliente0327@nordco.es,Marta Navarro,Madrid,Tarjeta,Entregado
1001022,2023-06-22,Online,-,cliente0373@nordco.es,Sara Hernández,Zaragoza,Tarjeta,Entregado
1001023,2023-06-22,Online,-,cliente0363@nordco.es,Lucía Sánchez,Sevilla,Apple Pay,Entregado
1001024,2023-06-22,Online,-,cliente0342@nordco.es,Hugo Martín,Zaragoza,Tarjeta,Entregado
1001025,2023-06-23,Fisico,Diagonal,cliente0176@nordco.es,Sofía Romero,Barcelona,Apple Pay,Entregado
1001026,2023-06-23,Fisico,Sol,cliente0447@nordco.es,Claudia Sánchez,Madrid,Apple Pay,Entregado
1001027,2023-06-24,Fisico,Sol,cliente0117@nordco.es,Claudia Navarro,Madrid,ContraReembolso,Entregado
1001028,2023-06-24,Online,-,cliente0382@nordco.es,Jorge Ruiz,Madrid,Tarjeta,Entregado
1001029,2023-06-24,Online,-,cliente0109@nordco.es,Lucía Romero,Málaga,Tarjeta,Entregado
1001030,2023-06-24,Fisico,Diagonal,cliente0403@nordco.es,Mario Sánchez,Barcelona,Tarjeta,Entregado
1001031,2023-06-24,Fisico,Sol,cliente0431@nordco.es,Elena Ruiz,Madrid,Tarjeta,Entregado
1001032,2023-06-24,Fisico,Gran Via,cliente0450@nordco.es,Claudia Pérez,Madrid,Bizum,Entregado
1001033,2023-06-24,Online,-,cliente0117@nordco.es,Claudia Navarro,Valencia,ContraReembolso,Entregado
1001034,2023-06-24,Fisico,Triana,cliente0248@nordco.es,Bruno López,Sevilla,Tarjeta,Entregado
1001035,2023-06-24,Fisico,Colón,cliente0076@nordco.es,Claudia Hernández,Valencia,PayPal,Entregado
1001036,2023-06-24,Online,-,cliente0095@nordco.es,Bruno Hernández,Sevilla,Tarjeta,Entregado
1001037,2023-06-24,Online,-,cliente0224@nordco.es,Sofía Romero,Sevilla,Google Pay,Entregado
1001038,2023-06-24,Fisico,Gran Via,cliente0027@nordco.es,Mario Pérez,Madrid,Apple Pay,Entregado
1001039,2023-06-24,Fisico,Sol,cliente0354@nordco.es,Hugo Díaz,Madrid,Tarjeta,Entregado
1001040,2023-06-24,Online,-,cliente0356@nordco.es,Nuria García,Bilbao,Tarjeta,Entregado
1001041,2023-06-24,Online,-,cliente0104@nordco.es,Ana Martín,Barcelona,Bizum,Entregado
1001042,2023-06-25,Online,-,cliente0338@nordco.es,Pablo Romero,Valencia,Apple Pay,Entregado
1001043,2023-06-25,Online,-,cliente0066@nordco.es,Mario Hernández,Bilbao,Tarjeta,Entregado
1001044,2023-06-25,Fisico,Colón,cliente0177@nordco.es,Pablo Hernández,Valencia,Tarjeta,Entregado
1001045,2023-06-25,Online,-,cliente0181@nordco.es,Claudia Sánchez,Valencia,PayPal,Entregado
1001046,2023-06-25,Fisico,Sol,cliente0422@nordco.es,Sara García,Madrid,Tarjeta,Entregado
1001047,2023-06-25,Online,-,cliente0202@nordco.es,Jorge Ruiz,Bilbao,Apple Pay,Entregado
1001048,2023-06-25,Online,-,cliente0050@nordco.es,Marta García,Zaragoza,PayPal,Entregado
1001049,2023-06-25,Online,-,cliente0023@nordco.es,David García,Valencia,Tarjeta,Entregado
1001050,2023-06-25,Fisico,Sol,cliente0170@nordco.es,Pablo Pérez,Madrid,Bizum,Entregado
1001051,2023-06-25,Online,-,cliente0274@nordco.es,Marta García,Alicante,Apple Pay,Entregado
1001052,2023-06-25,Online,-,cliente0378@nordco.es,Mario Díaz,Barcelona,Tarjeta,Entregado
1001053,2023-06-26,Fisico,Gran Via,cliente0249@nordco.es,Jorge Ruiz,Madrid,ContraReembolso,Devuelto
1001054,2023-06-26,Online,-,cliente0272@nordco.es,Marta Martín,Madrid,PayPal,Entregado
1001055,2023-06-26,Fisico,Triana,cliente0204@nordco.es,Hugo López,Sevilla,Tarjeta,Entregado
1001056,2023-06-27,Fisico,Diagonal,cliente0162@nordco.es,Ana Díaz,Barcelona,PayPal,Entregado
1001057,2023-06-27,Online,-,cliente0335@nordco.es,Bruno García,Zaragoza,Bizum,Entregado
1001058,2023-06-27,Online,-,cliente0164@nordco.es,Ana Díaz,Málaga,Tarjeta,Cancelado
1001059,2023-06-27,Fisico,Diagonal,cliente0398@nordco.es,David Sánchez,Barcelona,Tarjeta,Entregado
1001060,2023-06-27,Fisico,Sol,cliente0427@nordco.es,Marta Díaz,Madrid,ContraReembolso,Entregado
1001061,2023-06-27,Fisico,Colón,cliente0049@nordco.es,Hugo Pérez,Valencia,Tarjeta,Entregado
1001062,2023-06-27,Online,-,cliente0434@nordco.es,Ana Navarro,Valencia,Tarjeta,Entregado
1001063,2023-06-27,Online,-,cliente0026@nordco.es,Sofía Martín,Zaragoza,Tarjeta,Entregado
1001064,2023-06-27,Online,-,cliente0314@nordco.es,Jorge García,Bilbao,Google Pay,Entregado
1001065,2023-06-27,Online,-,cliente0101@nordco.es,Mario Hernández,Barcelona,Tarjeta,Entregado
1001066,2023-06-27,Online,-,cliente0418@nordco.es,Marta García,Barcelona,Tarjeta,Entregado
1001067,2023-06-27,Online,-,cliente0232@nordco.es,Sofía López,Barcelona,Google Pay,Entregado
1001068,2023-06-27,Online,-,cliente0290@nordco.es,Mario García,Sevilla,Google Pay,Entregado
1001069,2023-06-27,Fisico,Colón,cliente0408@nordco.es,Nuria Díaz,Valencia,Apple Pay,Entregado
1001070,2023-06-28,Online,-,cliente0142@nordco.es,Nuria Hernández,Barcelona,Tarjeta,Entregado
1001071,2023-06-28,Online,-,cliente0356@nordco.es,Nuria García,Bilbao,Tarjeta,Entregado
1001072,2023-06-28,Fisico,Colón,cliente0328@nordco.es,Sara Pérez,Valencia,Tarjeta,Entregado
1001073,2023-06-28,Online,-,cliente0276@nordco.es,Elena Romero,Madrid,Tarjeta,Entregado
1001074,2023-06-28,Fisico,Diagonal,cliente0385@nordco.es,Bruno Pérez,Barcelona,Google Pay,Entregado
1001075,2023-06-28,Online,-,cliente0050@nordco.es,Marta García,Alicante,Bizum,Entregado
1001076,2023-06-28,Fisico,Gran Via,cliente0252@nordco.es,Nuria Ruiz,Madrid,Bizum,Entregado
1001077,2023-06-28,Online,-,cliente0293@nordco.es,David Hernández,Barcelona,Apple Pay,Entregado
1001078,2023-06-28,Fisico,Gran Via,cliente0002@nordco.es,Bruno Navarro,Madrid,PayPal,Entregado
1001079,2023-06-29,Fisico,Gran Via,cliente0306@nordco.es,Jorge López,Madrid,Apple Pay,Devuelto
1001080,2023-06-29,Online,-,cliente0335@nordco.es,Bruno García,Málaga,Tarjeta,Entregado
1001081,2023-06-29,Online,-,cliente0232@nordco.es,Sofía López,Zaragoza,Tarjeta,Entregado
1001082,2023-06-29,Online,-,cliente0100@nordco.es,Sofía Ruiz,Zaragoza,PayPal,Entregado
1001083,2023-06-30,Online,-,cliente0215@nordco.es,Mario García,Málaga,Tarjeta,Entregado
1001084,2023-06-30,Online,-,cliente0171@nordco.es,Lucía López,Alicante,PayPal,Entregado
1001085,2023-06-30,Fisico,Triana,cliente0308@nordco.es,Mario Martín,Sevilla,Tarjeta,Entregado
1001086,2023-06-30,Fisico,Sol,cliente0167@nordco.es,Marta López,Madrid,PayPal,Entregado
1001087,2023-06-30,Online,-,cliente0148@nordco.es,David Pérez,Sevilla,Google Pay,Entregado
1001088,2023-07-01,Fisico,Colón,cliente0230@nordco.es,Marta Ruiz,Valencia,Tarjeta,Entregado
1001089,2023-07-01,Fisico,Gran Via,cliente0168@nordco.es,Sofía Romero,Madrid,Bizum,Entregado
1001090,2023-07-01,Online,-,cliente0226@nordco.es,Hugo Sánchez,Málaga,Tarjeta,Entregado
1001091,2023-07-01,Online,-,cliente0156@nordco.es,Ana Ruiz,Valencia,PayPal,Entregado
1001092,2023-07-01,Online,-,cliente0087@nordco.es,Ana Díaz,Sevilla,PayPal,Entregado
1001093,2023-07-01,Online,-,cliente0051@nordco.es,Pablo Pérez,Valencia,Bizum,Devuelto
1001094,2023-07-01,Online,-,cliente0223@nordco.es,Sara Martín,Madrid,Tarjeta,Entregado
1001095,2023-07-02,Online,-,cliente0415@nordco.es,Lucía García,Barcelona,Tarjeta,Entregado
1001096,2023-07-02,Fisico,Sol,cliente0387@nordco.es,Hugo Pérez,Madrid,PayPal,Entregado
1001097,2023-07-02,Online,-,cliente0342@nordco.es,Hugo Martín,Valencia,Tarjeta,Entregado
1001098,2023-07-02,Online,-,cliente0058@nordco.es,Nuria Díaz,Málaga,PayPal,Entregado
1001099,2023-07-03,Online,-,cliente0186@nordco.es,Ana Martín,Bilbao,Tarjeta,Entregado
1001100,2023-07-03,Fisico,Diagonal,cliente0344@nordco.es,Hugo Díaz,Barcelona,Tarjeta,Entregado
1001101,2023-07-03,Online,-,cliente0403@nordco.es,Mario Sánchez,Alicante,Bizum,Entregado
1001102,2023-07-03,Fisico,Diagonal,cliente0339@nordco.es,Nuria García,Barcelona,Tarjeta,Entregado
1001103,2023-07-03,Online,-,cliente0283@nordco.es,Pablo Ruiz,Málaga,PayPal,Entregado
1001104,2023-07-03,Fisico,Triana,cliente0369@nordco.es,Sofía García,Sevilla,PayPal,Devuelto
