CuentaID,IBAN,ClienteID,TipoCuenta,FechaApertura
AC00433,ES49121160117897867503,CL00296,Corriente,2025-02-05
AC00434,ES57317574714964446276,CL00848,Nómina,2025-10-12
AC00435,ES64139037407569580278,CL00266,Corriente,2024-02-13
AC00436,ES25448883703939489730,CL00720,Nómina,2024-07-13
AC00437,ES57725766055474978030,CL00019,Corriente,2025-04-19
AC00438,ES67791112689541051494,CL00170,Ahorro,2024-09-28
AC00439,ES13562197385413116226,CL00278,Corriente,2023-11-15
AC00440,ES30735467234639405004,CL00923,Corriente,2025-05-18
AC00441,ES27562127851607018917,CL01072,Corriente,2024-11-05
AC00442,ES79105366912209586573,CL00179,Corriente,2025-06-26
AC00443,ES73590336877246164188,CL00218,Corriente,2024-06-14
AC00444,ES28619680137293026546,CL00570,Corriente,2023-04-29
AC00445,ES51148917789826756709,CL01110,Corriente,2025-11-20
AC00446,ES38984331811433958793,CL00052,Corriente,2024-02-20
AC00447,ES49926848637207989253,CL00516,Corriente,2025-03-11
AC00448,ES72950151910144302779,CL00436,Corriente,2023-03-11
AC00449,ES74533628192683931355,CL00817,Nómina,2024-11-19
AC00450,ES16945684568986418016,CL00197,Nómina,2024-05-18
AC00451,ES46675668412959132257,CL01023,Corriente,2025-03-06
AC00452,ES25801840126660227364,CL00576,Nómina,2023-03-19
AC00453,ES27925080194858745483,CL00913,Ahorro,2023-07-21
AC00454,ES57299416100388256705,CL00918,Ahorro,2024-12-23
AC00455,ES27130852292226425576,CL00547,Corriente,2023-05-11
AC00456,ES64491760058751119432,CL00657,Nómina,2023-08-29
AC00457,ES84463193984896602435,CL00178,Ahorro,2023-05-25
AC00458,ES58303883371465603564,CL00057,Nómina,2023-06-09
AC00459,ES75745153659740687965,CL00023,Corriente,2023-02-03
AC00460,ES52963784819115460328,CL00998,Corriente,2023-05-03
AC00461,ES18487180321871218787,CL01044,Corriente,2025-08-04
AC00462,ES34176240323186258543,CL00625,Corriente,2024-03-06
AC00463,ES65483907061977624625,CL00328,Nómina,2024-12-30
AC00464,ES71329309159008569405,CL00048,Ahorro,2024-01-12
AC00465,ES81464777252472168070,CL00549,Nómina,2024-09-08
AC00466,ES12798695398291391720,CL00772,Corriente,2024-12-26
AC00467,ES90303334887342081140,CL00934,Nómina,2025-06-07
AC00468,ES21728154817387167183,CL01086,Corriente,2025-03-17
AC00469,ES70222969934120741540,CL00638,Ahorro,2025-04-05
AC00470,ES40173822972860699383,CL00025,Nómina,2024-05-12
AC00471,ES21426117924166956708,CL00611,Corriente,2023-07-30
AC00472,ES49477499217768108040,CL00153,Nómina,2024-12-05
AC00473,ES75996063188158570985,CL00498,Nómina,2024-01-05
AC00474,ES45408483604055732850,CL00728,Corriente,2025-09-17
AC00475,ES25732500404584887266,CL00027,Corriente,2024-04-03
AC00476,ES95934441291478938093,CL01164,Corriente,2025-05-04
AC00477,ES63278315889122499818,CL00520,Corriente,2023-07-08
AC00478,ES93263418631821855852,CL01093,Corriente,2024-01-15
AC00479,ES78740228429739024711,CL00087,Ahorro,2025-08-11
AC00480,ES40859532155859759745,CL00158,Nómina,2025-04-18
AC00481,ES40859492202514968651,CL01109,Corriente,2023-03-16
AC00482,ES70445853249443986657,CL00759,Corriente,2024-04-16
AC00483,ES43476806932597081358,CL00976,Nómina,2023-08-31
AC00484,ES55662079768830352410,CL00251,Ahorro,2025-11-19
AC00485,ES78122724097445692504,CL01162,Nómina,2023-09-27
AC00486,ES90817953091344259429,CL00114,Corriente,2023-12-07
AC00487,ES16352254158405159870,CL01013,Nómina,2025-01-04
AC00488,ES86943700827944346593,CL00576,Corriente,2023-05-20
AC00489,ES59707123706637956493,CL00928,Corriente,2023-08-13
AC00490,ES19588159710854786748,CL00879,Corriente,2025-09-26
AC00491,ES42501338480209343033,CL00687,Corriente,2024-03-18
AC00492,ES10671054503304881563,CL00812,Corriente,2024-09-06
AC00493,ES41771168362931210907,CL00610,Ahorro,2025-08-10
AC00494,ES81335420402688756201,CL00421,Corriente,2023-11-14
AC00495,ES49363727552601484531,CL00987,Corriente,2024-03-10
AC00496,ES26191670861372867210,CL00484,Corriente,2023-04-22
AC00497,ES37178814622331041796,CL01171,Corriente,2025-03-04
AC00498,ES68513934529465142183,CL00486,Nómina,2023-09-30
AC00499,ES88920541773526985321,CL01138,Corriente,2024-03-19
AC00500,ES89884008279935474972,CL00620,Corriente,2024-09-01
AC00501,ES62229095252407226270,CL00215,Corriente,2025-08-02
AC00502,ES39244509192640626782,CL00013,Nómina,2024-05-08
AC00503,ES53471017914536510660,CL00329,Nómina,2024-08-23
AC00504,ES55923774035220427214,CL00410,Ahorro,2025-02-26
AC00505,ES17490189829041445409,CL00294,Corriente,2024-01-20
AC00506,ES31134290509565266930,CL00948,Corriente,2025-12-28
AC00507,ES24335221779963602826,CL00541,Nómina,2023-06-02
AC00508,ES18667766852890148765,CL01116,Nómina,2023-05-21
AC00509,ES39994071572934260174,CL01018,Corriente,2024-11-15
AC00510,ES58134229971064124927,CL00980,Corriente,2023-09-17
AC00511,ES65940807834556525014,CL00609,Nómina,2025-05-30
AC00512,ES29116881707055996166,CL01091,Nómina,2025-07-29
AC00513,ES93462483108163931880,CL00127,Corriente,2025-11-14
AC00514,ES94325652125935596923,CL00573,Nómina,2023-05-21
AC00515,ES29369390985346467411,CL00203,Corriente,2023-09-07
AC00516,ES41986423996725589898,CL01111,Ahorro,2024-07-14
AC00517,ES32824418751582571893,CL00579,Corriente,2024-09-14
AC00518,ES98198597161346673681,CL01061,Ahorro,2025-06-17
AC00519,ES36169793080489132434,CL00453,Corriente,2025-10-11
AC00520,ES71518260665551306210,CL00006,Ahorro,2025-12-31
AC00521,ES73761273839400880050,CL00808,Corriente,2024-02-24
AC00522,ES48183465730533548883,CL00176,Ahorro,2024-06-17
AC00523,ES37777086480422949848,CL00017,Nómina,2023-12-05
AC00524,ES96552585997687417970,CL00307,Corriente,2025-07-20
AC00525,ES14601573998561795288,CL00331,Ahorro,2024-03-10
AC00526,ES17635944429727079871,CL01114,Ahorro,2025-05-22
AC00527,ES38245623889198039267,CL00467,Ahorro,2024-02-17
AC00528,ES23823299510031137345,CL00892,Corriente,2024-07-20
AC00529,ES98134709763264063999,CL00282,Corriente,2023-10-31
AC00530,ES49447669109541792407,CL00885,Corriente,2024-10-02
AC00531,ES26704745840746751557,CL00738,Corriente,2023-03-27
AC00532,ES59228336293289265368,CL00763,Corriente,2024-02-12
AC00533,ES11720087064804176392,CL00156,Ahorro,2024-09-24
AC00534,ES64444028077723111115,CL00798,Corriente,2025-08-19
AC00535,ES95176820742207642901,CL00741,Ahorro,2024-01-06
AC00536,ES77526707002369390748,CL00436,Ahorro,2024-12-16
AC00537,ES82177242425423447157,CL00741,Nómina,2024-02-23
AC00538,ES89773275484291355051,CL00187,Corriente,2025-05-28
AC00539,ES61306324993311687557,CL00974,Ahorro,2023-03-27
AC00540,ES48642892160209126710,CL00698,Nómina,2024-12-14
AC00541,ES91978910237223802836,CL00085,Nómina,2025-07-13
AC00542,ES66871252566342262973,CL00910,Corriente,2025-08-13
AC00543,ES32474273437582465412,CL00113,Ahorro,2025-11-01
AC00544,ES64346811631820460792,CL00371,Corriente,2025-05-21
AC00545,ES62896245071261820236,CL00110,Nómina,2023-10-13
AC00546,ES16887002406329966532,CL00557,Corriente,2023-11-28
AC00547,ES20663838649469630708,CL00294,Nómina,2023-11-24
AC00548,ES27676235503208791040,CL00996,Corriente,2025-10-15
AC00549,ES64800009629866239729,CL00736,Corriente,2025-07-19
AC00550,ES37448349202681217541,CL01121,Ahorro,2025-11-19
AC00551,ES37686793032297376246,CL00183,Corriente,2024-10-31
AC00552,ES46972896499296031762,CL00740,Ahorro,2024-04-12
AC00553,ES75131254755733805081,CL00555,Nómina,2023-02-02
AC00554,ES20125096455492351086,CL00203,Corriente,2025-11-16
AC00555,ES70877206874433789126,CL00350,Corriente,2025-07-08
AC00556,ES34687622313902399597,CL01023,Ahorro,2024-01-14
AC00557,ES71655169954136072393,CL00199,Ahorro,2025-02-21
AC00558,ES79959887321029889177,CL01041,Corriente,2023-07-25
AC00559,ES40800834802211403587,CL00021,Nómina,2024-05-30
AC00560,ES62655920534167075207,CL00069,Ahorro,2023-02-15
AC00561,ES34396246978062646698,CL00220,Corriente,2025-12-18
AC00562,ES85549793654922513443,CL00562,Nómina,2023-10-03
AC00563,ES95592404677296822853,CL00535,Nómina,2024-03-06
AC00564,ES60665877056181505135,CL01084,Corriente,2024-09-07
AC00565,ES48882854290941023349,CL01063,Ahorro,2023-11-13
AC00566,ES79551694959158404158,CL00436,Nómina,2024-12-20
AC00567,ES59150289751192348521,CL00491,Corriente,2026-01-01
AC00568,ES94654832635233425546,CL00970,Corriente,2025-06-07
AC00569,ES76797490953381680335,CL00623,Corriente,2024-09-11
AC00570,ES47119819930204561817,CL00950,Corriente,2024-11-03
AC00571,ES43223652551271857118,CL00184,Ahorro,2026-01-08
AC00572,ES25194921705291819756,CL01096,Corriente,2025-12-07
AC00573,ES75189142452192588476,CL00297,Nómina,2025-07-11
AC00574,ES82746903813588320942,CL00555,Corriente,2025-05-29
AC00575,ES40946801228525197759,CL00553,Nómina,2025-10-05
AC00576,ES77457724048048371705,CL00858,Corriente,2024-04-04
AC00577,ES25183830881117119318,CL00819,Corriente,2023-03-30
AC00578,ES28466296483343921571,CL00576,Ahorro,2023-04-21
AC00579,ES80697302626879671948,CL00482,Ahorro,2025-12-23
AC00580,ES78324692102976993107,CL00934,Nómina,2023-08-23
AC00581,ES88305446713238674449,CL00891,Ahorro,2024-12-21
AC00582,ES56864917845316274883,CL00721,Nómina,2025-03-01
AC00583,ES22240709170627002850,CL00167,Corriente,2026-01-05
AC00584,ES74339269312334760979,CL00212,Corriente,2025-06-01
AC00585,ES21816503211921949772,CL01126,Nómina,2023-09-23
AC00586,ES95414399434034968417,CL00144,Nómina,2025-09-06
AC00587,ES24627014487838492555,CL00238,Nómina,2024-06-29
AC00588,ES38912333356500302588,CL01183,Ahorro,2026-01-05
AC00589,ES16911953746087363202,CL00478,Corriente,2025-04-24
AC00590,ES45735573579634736088,CL00773,Corriente,2024-03-03
AC00591,ES94647657942170640423,CL00924,Corriente,2024-05-11
AC00592,ES53400745767316614785,CL00724,Nómina,2025-03-11
AC00593,ES44304645393779369540,CL01123,Corriente,2025-06-07
AC00594,ES13761434215039252064,CL00333,Corriente,2025-07-18
AC00595,ES21569237692587780162,CL00479,Corriente,2024-04-20
AC00596,ES79927152794763964199,CL00457,Corriente,2023-12-24
AC00597,ES56247869407757506138,CL00613,Corriente,2025-05-19
AC00598,ES88188100505760308046,CL01062,Corriente,2024-06-13
AC00599,ES32417805480443052941,CL01199,Corriente,2024-03-24
AC00600,ES11159350062699720863,CL00307,Nómina,2024-04-04
AC00601,ES76754592777240101596,CL00761,Ahorro,2025-12-25
AC00602,ES35104674779779497088,CL01016,Ahorro,2023-02-12
AC00603,ES65974232646081983272,CL00877,Corriente,2024-06-15
AC00604,ES73329100951215442661,CL00074,Corriente,2025-01-04
AC00605,ES55634559987935010026,CL00955,Corriente,2023-10-17
AC00606,ES22366425579574661937,CL00304,Corriente,2025-03-22
AC00607,ES67100957510107976303,CL00281,Ahorro,2023-09-05
AC00608,ES93482923313070486630,CL00349,Corriente,2023-03-24
AC00609,ES44639056827718836879,CL00663,Nómina,2023-02-22
AC00610,ES27597677370516905539,CL00372,Ahorro,2025-11-17
AC00611,ES45485224342153252857,CL00351,Corriente,2023-04-25
AC00612,ES56526141588465474464,CL00297,Corriente,2023-11-10
AC00613,ES23562018222585003574,CL00615,Corriente,2025-05-13
AC00614,ES30835792512072855379,CL00796,Nómina,2025-07-21
AC00615,ES39745399811420063140,CL00403,Nómina,2025-10-24
AC00616,ES32111097011097867708,CL00549,Ahorro,2025-04-19
AC00617,ES23116084565972757189,CL00925,Ahorro,2024-01-10
AC00618,ES74475950321359515606,CL00994,Corriente,2023-12-24
AC00619,ES49849498294569745884,CL00842,Nómina,2024-09-14
AC00620,ES91693344902308086283,CL01002,Corriente,2025-05-08
AC00621,ES84218136131074875403,CL01040,Corriente,2024-07-25
AC00622,ES58531165609768697183,CL00803,Corriente,2023-11-16
AC00623,ES31914625602958191123,CL00068,Nómina,2025-03-31
AC00624,ES93975968487558088646,CL00304,Corriente,2025-04-24
AC00625,ES60289545380218024635,CL00913,Corriente,2023-12-25
AC00626,ES96169446950625775655,CL01004,Ahorro,2025-09-28
AC00627,ES82691876099342756497,CL00853,Nómina,2024-01-19
AC00628,ES70537834963460782398,CL00739,Corriente,2024-10-31
AC00629,ES83381047961409565844,CL00621,Nómina,2023-04-16
AC00630,ES69581993120654160098,CL01174,Ahorro,2024-04-15
AC00631,ES18246562188908570023,CL00677,Corriente,2024-07-18
AC00632,ES73134207946383133029,CL00681,Corriente,2025-05-20
AC00633,ES68193703909005307778,CL00725,Corriente,2025-03-07
AC00634,ES85683139116027415165,CL00747,Nómina,2024-07-16
AC00635,ES36137705799069773994,CL00856,Corriente,2023-03-03
AC00636,ES28401582669396987092,CL00433,Corriente,2023-09-06
AC00637,ES43221164650471474483,CL01139,Nómina,2023-09-27
AC00638,ES39519203078235224124,CL00566,Corriente,2023-08-23
AC00639,ES37259854594883826925,CL00996,Ahorro,2024-08-20
AC00640,ES28264294791490767386,CL00199,Corriente,2025-09-30
AC00641,ES77224884153289158925,CL00413,Ahorro,2024-08-29
AC00642,ES40783216428132182331,CL00197,Corriente,2024-04-07
AC00643,ES71338478346669487632,CL00638,Nómina,2023-02-06
AC00644,ES52224867504635130827,CL00326,Corriente,2023-10-09
AC00645,ES83419243777393786967,CL00621,Nómina,2025-12-03
AC00646,ES77438901984979201208,CL00077,Corriente,2023-02-02
AC00647,ES63869215432860956925,CL00949,Nómina,2023-04-15
AC00648,ES59941287076946069793,CL00180,Corriente,2024-11-08
AC00649,ES21942729570118421963,CL00248,Corriente,2023-12-27
AC00650,ES69463982074561874922,CL00035,Nómina,2025-12-25
AC00651,ES12457472198582783208,CL00491,Nómina,2025-04-30
AC00652,ES56154216205425940275,CL00040,Ahorro,2025-07-13
AC00653,ES20118974404810357387,CL00936,Corriente,2024-11-30
AC00654,ES39173188885181603572,CL00950,Corriente,2025-08-30
AC00655,ES96802641990598884653,CL00640,Nómina,2024-06-24
AC00656,ES86241482895029225864,CL01060,Ahorro,2024-12-02
AC00657,ES34674272139704196398,CL00243,Ahorro,2025-05-30
AC00658,ES82113619191809396826,CL00191,Nómina,2023-08-07
AC00659,ES42730339560605815794,CL00722,Corriente,2023-03-05
AC00660,ES12325538610555861050,CL00847,Nómina,2024-01-10
AC00661,ES85546290722357101537,CL00668,Corriente,2024-03-25
AC00662,ES31385546535931716114,CL00337,Corriente,2024-02-12
AC00663,ES99982738800231246359,CL00807,Corriente,2024-07-16
AC00664,ES47912399444384765659,CL00204,Corriente,2025-07-05
AC00665,ES79606292880242887206,CL00190,Corriente,2025-11-06
AC00666,ES46539185871354808464,CL00624,Corriente,2023-07-09
AC00667,ES43203299216483850988,CL00098,Ahorro,2025-01-15
AC00668,ES43536133236530714806,CL00169,Corriente,2023-12-13
AC00669,ES54866454974949550637,CL00774,Nómina,2025-06-18
AC00670,ES48822500096771492337,CL00231,Corriente,2024-03-16
AC00671,ES60560510835160088873,CL00366,Corriente,2025-07-27
AC00672,ES16792318148031289033,CL00470,Corriente,2025-10-21
AC00673,ES98604003363199382443,CL01051,Nómina,2023-04-26
AC00674,ES67388755956054981212,CL00675,Corriente,2024-06-26
AC00675,ES23585636715018196767,CL01043,Nómina,2025-07-05
AC00676,ES59314017484114868748,CL00141,Corriente,2025-04-14
AC00677,ES89792559028124142497,CL00336,Corriente,2025-05-03
AC00678,ES88617001924195047404,CL00080,Nómina,2024-05-15
AC00679,ES73702461454299807103,CL00256,Corriente,2025-07-12
AC00680,ES63981747356456774554,CL00684,Nómina,2023-12-27
AC00681,ES66434504698054694117,CL00155,Corriente,2023-12-27
AC00682,ES62610519727653979221,CL00686,Corriente,2025-06-25
AC00683,ES51794420136367987238,CL00459,Corriente,2025-02-01
AC00684,ES14968330720294734499,CL00148,Nómina,2024-03-15
AC00685,ES68653490989873646462,CL00441,Corriente,2025-09-01
AC00686,ES45272388198710107879,CL00045,Ahorro,2025-04-10
AC00687,ES75621607651021328149,CL01064,Ahorro,2024-02-03
AC00688,ES29859734077411534660,CL00754,Ahorro,2023-03-05
AC00689,ES11425008061463116356,CL00766,Corriente,2025-05-25
AC00690,ES20266454200970372052,CL00355,Ahorro,2024-01-17
AC00691,ES39719995389516599460,CL01009,Ahorro,2023-11-04
AC00692,ES68192745164964241470,CL00936,Ahorro,2023-05-21
AC00693,ES99937320950379391773,CL00859,Corriente,2024-01-19
AC00694,ES53575857843979190366,CL01135,Corriente,2023-12-17
AC00695,ES67837561930738514264,CL00739,Corriente,2023-10-20
AC00696,ES44590747838955540129,CL00032,Corriente,2025-04-10
AC00697,ES67378657773437477590,CL00044,Corriente,2024-11-01
AC00698,ES75226815198950913470,CL00955,Corriente,2025-12-17
AC00699,ES72573283495023968013,CL00438,Corriente,2024-09-22
AC00700,ES64729787102895379156,CL00826,Nómina,2024-06-22
AC00701,ES72427224871850519873,CL01134,Nómina,2023-07-06
AC00702,ES25981103348856002373,CL01104,Corriente,2025-08-05
AC00703,ES24372674744836351113,CL00442,Corriente,2024-08-10
AC00704,ES45297990789995616033,CL00260,Nómina,2024-05-21
AC00705,ES28812936219136074731,CL00501,Corriente,2023-09-07
AC00706,ES19475996509732834957,CL00101,Corriente,2025-04-13
AC00707,ES97444566123085969238,CL00128,Ahorro,2026-01-08
AC00708,ES20255491054093868380,CL01053,Corriente,2025-03-20
AC00709,ES78349389663380942621,CL01199,Corriente,2024-01-30
AC00710,ES80493642512180279814,CL00539,Nómina,2025-06-19
AC00711,ES39954222611174885908,CL01042,Nómina,2025-10-26
AC00712,ES18482173926545076190,CL01028,Nómina,2023-05-17
AC00713,ES36360628003982528654,CL00651,Corriente,2023-12-04
AC00714,ES46317639677854345078,CL00048,Corriente,2024-05-18
AC00715,ES96153137943697062780,CL00190,Nómina,2025-02-22
AC00716,ES76169145022744412514,CL00231,Ahorro,2025-05-21
AC00717,ES83543620039892834091,CL00779,Corriente,2025-05-03
AC00718,ES95173826842659721474,CL01094,Ahorro,2025-01-04
AC00719,ES30853715385646338533,CL00101,Corriente,2023-07-02
AC00720,ES68457271187078647213,CL01034,Nómina,2024-05-18
AC00721,ES88142747587404171496,CL00376,Nómina,2024-09-27
AC00722,ES20983715469050281780,CL00746,Corriente,2023-03-19
AC00723,ES82223731317315006000,CL00401,Ahorro,2024-06-18
AC00724,ES15967897581261001573,CL00845,Corriente,2023-05-25
AC00725,ES11676829236136791122,CL00300,Corriente,2023-09-19
AC00726,ES42956581442701544141,CL00848,Corriente,2026-01-19
AC00727,ES51638196169164297404,CL00046,Corriente,2024-06-27
AC00728,ES62771959957106283309,CL00553,Corriente,2024-09-23
AC00729,ES85406862943552882995,CL00187,Nómina,2024-11-30
AC00730,ES58171186077393112038,CL00930,Corriente,2023-12-10
AC00731,ES63833368809012577159,CL00838,Nómina,2023-11-10
AC00732,ES46228644869276817216,CL00981,Corriente,2023-07-08
AC00733,ES94374496022159721780,CL00299,Corriente,2023-12-19
AC00734,ES38947687367353262170,CL00899,Ahorro,2025-10-25
AC00735,ES98964731857246852447,CL00455,Corriente,2025-06-25
AC00736,ES78825578517779217491,CL00621,Nómina,2025-07-06
AC00737,ES85715140198970818009,CL00890,Ahorro,2025-02-08
AC00738,ES47756665425137377548,CL00045,Corriente,2025-08-18
AC00739,ES81865507581867579491,CL00466,Ahorro,2023-03-09
AC00740,ES86485745469926854688,CL00906,Corriente,2023-07-02
AC00741,ES51779138651266301043,CL00168,Corriente,2025-03-31
AC00742,ES69276846220038340045,CL00337,Corriente,2024-08-23
AC00743,ES46414624043520567960,CL00381,Corriente,2025-08-12
AC00744,ES53942059282084416551,CL00422,Corriente,2024-01-03
AC00745,ES73207279095026215967,CL00489,Nómina,2024-03-22
AC00746,ES12500097214021041417,CL00473,Corriente,2025-05-16
AC00747,ES45339831608653786240,CL00260,Ahorro,2025-05-03
AC00748,ES99845396447071381560,CL00224,Corriente,2025-12-30
AC00749,ES51450496474734024368,CL00328,Ahorro,2023-03-07
AC00750,ES48395150730876249875,CL01027,Ahorro,2024-07-13
AC00751,ES45160690112945091470,CL01160,Nómina,2026-01-25
AC00752,ES43942081411534926088,CL00210,Corriente,2024-02-25
AC00753,ES66183411063135699641,CL01100,Ahorro,2024-12-19
AC00754,ES14989049798645444053,CL00592,Corriente,2025-10-30
AC00755,ES55631624089984454328,CL00834,Corriente,2023-10-22
AC00756,ES40726111909821824943,CL00221,Ahorro,2025-06-30
AC00757,ES59586547772983824375,CL00021,Nómina,2026-01-19
AC00758,ES53824504877613698548,CL00608,Corriente,2023-06-14
AC00759,ES34580353958714261998,CL00550,Nómina,2023-02-24
AC00760,ES46795021272220152312,CL00423,Corriente,2024-01-18
AC00761,ES97521094191680822574,CL00318,Corriente,2024-08-27
AC00762,ES38826363525379211150,CL00974,Corriente,2024-10-23
AC00763,ES40626132887098276618,CL01160,Corriente,2024-09-14
AC00764,ES55610883157451424303,CL01048,Ahorro,2025-12-15
AC00765,ES80954514065383930438,CL00829,Corriente,2023-04-11
AC00766,ES16914787931283198533,CL00022,Corriente,2023-04-02
AC00767,ES95722042834803894001,CL00568,Nómina,2023-11-01
AC00768,ES30199862618193965014,CL00223,Corriente,2025-09-25
AC00769,ES91916456549979634133,CL01131,Corriente,2024-05-11
AC00770,ES42113928820810122996,CL00559,Corriente,2025-02-12
AC00771,ES55416289703679201352,CL00271,Corriente,2025-03-17
AC00772,ES39780284601084800451,CL01015,Corriente,2023-04-25
AC00773,ES66885708151967834322,CL00114,Corriente,2026-01-07
AC00774,ES32119029611152360799,CL00408,Corriente,2023-03-14
AC00775,ES93564956262045786219,CL01073,Corriente,2025-11-09
AC00776,ES94763121532450247627,CL00357,Corriente,2023-10-30
AC00777,ES39841098342369048720,CL00886,Ahorro,2023-12-19
AC00778,ES34762873222109602883,CL00170,Corriente,2025-08-30
AC00779,ES21882783231375058485,CL01084,Nómina,2024-03-24
AC00780,ES77472341118673121867,CL00548,Corriente,2023-05-05
AC00781,ES86812107675251798478,CL00233,Corriente,2025-06-10
AC00782,ES22216486287938288051,CL00139,Corriente,2025-11-01
AC00783,ES51905730667450779299,CL00736,Corriente,2025-02-13
AC00784,ES40739130900427201899,CL00604,Nómina,2024-04-27
AC00785,ES84110592259589204392,CL00312,Nómina,2023-09-01
AC00786,ES45209511171095031609,CL00076,Corriente,2023-10-22
AC00787,ES70572760442389100691,CL00448,Corriente,2024-11-26
AC00788,ES60422095380498691501,CL01189,Corriente,2023-06-07
AC00789,ES80868360888047327134,CL00893,Corriente,2023-05-02
AC00790,ES12911047049090290675,CL01108,Corriente,2024-06-10
AC00791,ES15508869978387007339,CL00669,Corriente,2024-04-27
AC00792,ES48815043592113799069,CL00152,Ahorro,2025-04-18
AC00793,ES70497019977365851612,CL00438,Corriente,2026-01-08
AC00794,ES35945430966070169438,CL00984,Nómina,2025-01-19
AC00795,ES12399395804203898163,CL01087,Ahorro,2026-01-02
AC00796,ES72364676841356489093,CL00821,Ahorro,2024-08-26
AC00797,ES59119076036917236713,CL00119,Corriente,2023-10-04
AC00798,ES79253983214170793289,CL00351,Ahorro,2023-09-06
AC00799,ES22569325323471662621,CL00967,Corriente,2023-04-04
AC00800,ES11399152518654311732,CL00390,Nómina,2024-04-29
AC00801,ES39206790489130690519,CL00033,Nómina,2025-02-23
AC00802,ES42135258132626696112,CL01191,Corriente,2023-03-23
AC00803,ES23317100014463702909,CL00191,Corriente,2023-08-30
AC00804,ES12174064828901728103,CL00408,Corriente,2023-10-04
AC00805,ES80321044623479890318,CL01183,Corriente,2024-07-21
AC00806,ES58385817980469246557,CL00524,Nómina,2024-10-28
AC00807,ES76411421431515239847,CL00470,Nómina,2026-01-01
AC00808,ES52696430392140074932,CL00542,Nómina,2024-05-29
AC00809,ES54283830578393959080,CL01106,Ahorro,2023-12-02
AC00810,ES31554023416649562740,CL00568,Corriente,2024-02-29
AC00811,ES86340447244325558101,CL00448,Nómina,2024-11-04
AC00812,ES67569973983133251826,CL00477,Nómina,2023-07-14
AC00813,ES94123532358024848599,CL00834,Corriente,2023-07-04
AC00814,ES67791339127803865863,CL00054,Corriente,2024-11-13
AC00815,ES36839828609378442313,CL01110,Ahorro,2025-02-26
AC00816,ES12478505200809871800,CL00151,Corriente,2025-02-24
AC00817,ES68559467236553900287,CL00909,Ahorro,2024-09-18
AC00818,ES18702368588836398586,CL00331,Ahorro,2025-03-06
AC00819,ES84751078615227442554,CL00637,Corriente,2026-01-20
AC00820,ES56898881923942081027,CL00738,Corriente,2025-11-01
AC00821,ES60812623473721015314,CL00506,Nómina,2023-02-18
AC00822,ES13357009124599521009,CL00201,Corriente,2025-06-03
AC00823,ES48310687954005407109,CL00313,Corriente,2023-03-28
AC00824,ES31709481567729763028,CL00512,Corriente,2024-01-28
AC00825,ES47141003412405072198,CL01113,Ahorro,2025-03-14
AC00826,ES24906495369116283489,CL00534,Nómina,2023-06-29
AC00827,ES17693041202326151684,CL00247,Corriente,2025-06-03
AC00828,ES64613077841685848207,CL00753,Ahorro,2023-06-04
AC00829,ES65495738114930523215,CL00404,Corriente,2025-08-05
AC00830,ES42221032056044621340,CL00596,Corriente,2024-04-26
AC00831,ES13811119798044041916,CL00815,Ahorro,2024-03-02
AC00832,ES63612788762041364222,CL01086,Nómina,2024-02-16
AC00833,ES93708515011608784192,CL00225,Corriente,2025-09-26
AC00834,ES70695197234599548846,CL01036,Nómina,2023-04-03
AC00835,ES33347852478888878286,CL00396,Corriente,2024-12-24
AC00836,ES39570847681776161334,CL00893,Corriente,2024-10-29
AC00837,ES16349391764442269870,CL01075,Corriente,2023-07-26
AC00838,ES93130845541466855546,CL00978,Corriente,2024-02-11
AC00839,ES52380328402328293469,CL01042,Corriente,2025-09-02
AC00840,ES69311236936332822441,CL01090,Nómina,2024-02-20
AC00841,ES71523976959304612190,CL01012,Corriente,2025-02-25
AC00842,ES35961791776475086954,CL00009,Corriente,2024-05-02
AC00843,ES31385007336196340536,CL01172,Ahorro,2025-09-23
AC00844,ES96304729466252761449,CL00970,Corriente,2023-10-15
AC00845,ES44281618538723253463,CL00226,Corriente,2023-06-19
AC00846,ES49635824197315715782,CL00581,Corriente,2023-06-07
AC00847,ES91126517725878181452,CL01010,Corriente,2024-11-11
AC00848,ES91164898994146416904,CL00354,Ahorro,2025-06-28
AC00849,ES14147955126740575022,CL00192,Corriente,2025-03-26
AC00850,ES93639552907342959300,CL01144,Nómina,2023-06-06
AC00851,ES96532107487710090925,CL00783,Corriente,2024-11-05
AC00852,ES34419546816447980474,CL00760,Ahorro,2023-03-15
AC00853,ES71831256625881325537,CL00317,Nómina,2025-08-22
AC00854,ES34292518263463589616,CL00790,Ahorro,2023-08-05
AC00855,ES31558512883349630839,CL00105,Nómina,2025-03-04
AC00856,ES68380388932415597876,CL00071,Nómina,2023-04-11
AC00857,ES62967901581792670122,CL00033,Corriente,2023-02-07
AC00858,ES46236022843436133729,CL00720,Corriente,2023-11-05
AC00859,ES22703731056212545583,CL00480,Corriente,2024-01-13
AC00860,ES79465184915170853966,CL00405,Ahorro,2025-12-30
AC00861,ES73468803551733914354,CL00187,Corriente,2024-08-06
AC00862,ES42152477770212957861,CL00530,Nómina,2023-04-30
AC00863,ES82454280564475319250,CL00674,Nómina,2024-01-07
AC00864,ES78390024740732241194,CL00346,Ahorro,2023-11-24
AC00865,ES89163701402279372562,CL01052,Corriente,2024-04-19
